step,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2
296,-0.014401238,-0.21649393,0.64551836
297,-0.19650127,-0.69400007,0.4806129
298,-0.5187155,-0.7673131,2.3594425
299,-0.052653417,-1.2891705,2.1567008
300,0.47691357,0.18576038,0.21829975
301,1.0626112,0.63447595,0.72308475
302,0.090510726,0.9099407,1.4594144
303,0.51637846,0.6186369,1.7219994
304,-0.22627029,0.6512958,1.3843007
305,0.27668393,0.077378966,1.3466642
306,0.16596004,-0.88135314,-0.2882374
307,-0.45869416,-0.6912044,1.4868096
308,0.06294909,-0.4199113,2.524503
309,-0.0970134,-0.19017032,-1.2201138
310,-0.12843244,-0.3654299,-0.28266868
311,-0.2139638,-0.7730781,-0.72180384
312,0.15371856,-1.2669017,-1.0662104
313,-0.34469867,-1.1242766,0.8199352
314,0.26182488,0.11330275,-0.4412649
315,0.3365916,1.2410703,-1.6270089
316,-0.062430456,1.4127024,0.4941326
317,-0.24263075,0.7779444,0.6273461
318,0.57836294,-0.05296928,-2.1371572
319,0.3197551,0.29614183,-1.3441346
320,-0.43461752,0.32372862,-1.0320745
321,-0.13190739,1.2865825,-0.75424767
322,0.21628524,0.9029777,-0.79790497
323,-0.62432164,0.8058003,-0.01580533
324,-0.9205806,0.019192554,0.8512808
325,-0.5523869,0.7998515,0.008471977
326,-0.32117677,1.1313937,-0.83971244
327,-0.3850131,0.045128174,-1.7223601
328,0.13651451,0.047821797,-1.2386209
329,0.2597876,-0.27474716,0.043791495
330,0.019874416,-1.083352,0.3860106
331,-0.08414985,-0.75586855,0.6723182
332,0.9881464,-0.2539807,1.6544223
333,0.4678221,0.83754843,0.29627556
334,-0.5925811,0.93259853,1.9064636
335,0.13708591,-0.19644465,2.5528631
336,0.009859756,-0.3213599,0.794007
337,-0.4082007,0.1664159,0.8621762
338,-0.58469653,-0.13648774,0.95296013
339,0.22536144,0.4090272,1.8269763
340,-0.4977733,-0.73818696,0.85796475
341,-0.25027686,-0.7362756,-1.3699468
342,0.025901368,-0.54900247,0.26927367
343,0.16832635,-0.21117145,-1.7825527
344,1.0931144,-0.93534315,-0.7444813
345,1.7977358,-1.1951323,-0.027008206
346,0.98132515,-0.5197746,-0.0005873218
347,0.11164498,-0.36940658,-1.7265644
348,0.039474063,0.021545328,-1.9992837
349,0.028743569,0.2792052,-0.9266565
350,0.094639726,0.68816036,-1.5324742
351,0.27993467,-0.35838872,-1.1175897
352,-0.6958784,-0.48787713,-1.5241061
353,-0.49412447,-0.01587294,-2.3275692
354,-1.2167413,0.11361009,-1.7808343
355,-0.4921303,0.6733024,-1.1251945
356,0.37153873,0.6690036,-0.016880117
357,0.08407449,-0.22563836,-0.51098263
358,0.16237605,0.061618805,-1.0468798
359,0.5434755,-0.6992487,-0.64317715
360,-0.44930714,-0.33921015,-0.8976404
361,-0.5120445,-1.3601761,-0.01657392
362,-1.0080004,-0.42128664,-0.8083608
363,0.33772504,0.05380411,1.0274715
364,0.3983256,-0.60449755,0.3650209
365,0.3598101,0.5757588,-0.040224746
366,0.40206832,-0.3750577,0.5130692
367,0.31055722,-0.16570508,0.30011445
368,-0.25951874,-0.6996841,-0.31567895
369,0.17564575,0.80871505,-0.21449506
370,0.22837016,0.22869098,1.4347004
371,0.14624278,0.29395068,0.89586323
372,0.008178242,0.6082089,0.946767
373,-0.16212976,-0.45197105,1.901842
374,-0.6516472,0.26607424,0.3540402
375,-0.27467826,0.052454032,1.5428635
376,0.6838788,0.18887861,0.13765617
377,1.3718277,-0.2918165,-1.29507
378,1.6534485,-0.20731467,0.41033706
379,0.4516457,-0.67670816,0.72660255
380,0.30778497,-0.78770256,0.35868305
381,0.2660191,-0.06297748,-1.8738269
382,-0.15196794,0.15163356,-0.062242884
383,-0.9158137,0.75779325,1.0133505
384,-0.39692134,0.39681184,-0.982808
385,0.24522434,0.30499226,-3.146383
386,-0.27501467,-0.13186967,-2.15959
387,-0.013236258,-0.37702173,-1.983527
388,0.0401109,0.39742112,-0.81403804
389,0.21072274,-0.6852653,-1.6207775
390,-0.05053561,-0.3007751,-2.0383732
391,0.13972665,-0.2241729,0.073290564
392,-0.007405551,-0.8914698,-0.95524484
393,0.024567375,-0.41781035,-0.71474093
394,-0.34154734,-0.94623,-1.5672761
395,-0.6288548,-0.5546644,0.8686651
396,0.19935516,-1.1570172,1.5407326
397,0.014836997,0.054582037,1.5654316
398,0.96932787,0.60994935,-0.08167307
399,1.2492034,1.2929174,0.92174137
400,0.35241535,1.2206402,0.24238218
401,-0.59810096,0.5635667,1.1443067
402,0.0729502,0.97261226,0.68760556
403,-0.722336,-0.18416731,0.4107818
404,-0.0069945096,0.43166766,1.2786882
405,-0.32132575,0.9923368,-0.26812837
406,-0.6438377,1.0078682,0.9884625
407,-0.108651586,0.48831087,-0.0019502752
408,0.42905688,-0.3218006,-2.0030937
409,0.84570986,-0.016392872,-0.92449164
410,0.65486914,0.1971681,-0.8335021
411,-0.5514548,0.25275162,-1.1124378
412,0.4562154,-0.013912737,-1.0272266
413,0.50851583,-0.3504195,-0.0940582
414,0.14137594,-0.6294244,-0.6695418
415,0.306741,0.22488312,-0.8991875
416,-0.2916292,0.058391325,-0.059793536
417,-0.30759746,-0.052926496,-1.3614931
418,-0.9466681,-0.013878297,-0.7225362
419,-0.4474039,-0.06482405,-2.107573
420,-0.31320846,0.4948829,-1.2480538
421,-0.11363977,0.6059888,-1.7449528
422,-0.16816804,1.5165143,-1.8964722
423,-0.09426537,-0.22524257,-1.2403041
424,-0.5880286,-0.11709624,-0.445534
425,-0.45787233,0.099114075,-2.1344535
426,-0.35033494,0.22289672,-0.5914522
427,-0.6677802,0.2788032,0.20592403
428,-0.73666567,-0.76374793,0.9134151
429,-1.3664528,-0.28637862,0.38571957
430,-0.63495606,-1.235278,0.12886344
431,0.018134933,-0.6364764,0.6092849
432,0.70939744,-0.22646794,0.38205817
433,0.5777062,-0.58596975,-0.26126254
434,0.7940962,-0.3125007,0.24765281
435,-0.042379297,-0.34768113,0.18076634
436,-0.5537036,-0.16879414,2.3792775
437,0.30406284,0.39053133,1.2342737
438,-0.32279104,0.77949697,2.0010579
439,-0.076522425,0.5627173,2.3301044
440,-0.2185248,0.30749953,1.0815135
441,0.34951407,0.5123017,-1.3755963
442,0.4922524,-0.06326112,-0.9602164
443,0.067636594,0.75203335,-0.6475091
444,0.7299027,0.18024309,-0.920657
445,0.87731236,-0.7612709,-1.7973078
446,1.1174995,-2.220074,-0.52654356
447,-0.16091461,-1.5567336,-1.1444825
448,-0.6625376,-0.16170004,1.0239491
449,-0.585001,-0.04696999,-0.05347518
450,-0.04561644,-0.30240065,0.8542152
451,0.6273326,-0.5756591,-2.1218443
452,0.2387973,-0.60967034,-1.7067674
453,-0.11337237,0.2649349,-1.2050928
454,-0.32936558,0.368464,-2.312854
455,0.45087847,-0.00027542934,-3.0018916
456,0.598867,-0.2415996,-0.35649335
457,0.6817982,-0.108002014,-0.78930414
458,0.23530596,-0.20313834,-0.34118843
459,-0.6748627,-0.066299684,-1.0733038
460,-0.25290066,0.3306329,0.70607126
461,-0.34388778,-0.073187366,1.2355273
462,0.6964136,-0.40490755,1.2673042
463,0.36386135,-1.0560141,0.7028602
464,0.49987215,-0.49108425,1.4680301
465,0.48047563,-0.92070824,0.7936838
466,0.027303591,-0.1656236,1.2766
467,0.30017322,-0.21628205,-0.14297274
468,-0.016319707,0.15824983,2.2286313
469,-0.11975315,0.440867,1.0084108
470,0.588411,0.4047977,-0.8820836
471,1.0051004,0.8533499,0.42213124
472,0.56379443,1.3028264,0.37425238
473,-0.05536813,0.13632782,0.2809256
474,-0.2980212,0.33537665,-1.0826013
475,1.0733843,-0.2622468,-1.1256944
476,0.7408148,-0.42683372,0.26263815
477,0.13811389,0.5595425,1.0025493
478,0.10077849,0.30786264,-1.2163332
479,0.14562605,-0.23187424,-0.32019234
480,-0.30382225,-0.5419658,0.121895805
481,-0.2641907,-0.4656484,-0.67938876
482,0.031096956,0.38658577,-1.3009341
483,0.42931178,1.4015846,-1.5170792
484,-0.40929243,1.4447026,0.51982474
485,-0.49052462,1.7322266,-0.5330394
486,-0.5008065,0.11142678,-1.3810529
487,-0.85773814,0.35867313,-2.215817
488,0.060093224,-0.23100981,-1.7983214
489,-0.34929618,0.0047807526,0.22237103
490,0.17782849,0.08878291,-0.78972185
491,-0.48389748,0.2543142,-0.44817156
492,0.109505564,-0.5127935,0.224646
493,-0.28070503,0.15089548,0.8437398
494,-0.51245457,0.86576563,1.6162325
495,-0.49613556,0.09394105,1.3226285
496,-0.9577699,-1.1466419,0.44768834
497,-0.70117545,-1.0954021,0.051018782
498,-0.10098007,-0.5873437,-0.36195034
499,-0.27629283,-0.1394379,-0.14895181
500,-0.39764866,0.0047286362,0.36653978
501,0.27659166,0.39842975,0.46423924
502,-0.018171445,0.04113542,2.4110816
503,-0.7368096,0.13040566,1.5540204
504,-0.71592957,0.03335707,1.2630937
505,-0.71626234,0.17015237,0.37676042
506,-0.57598346,0.38490766,1.8994809
507,-0.4254756,-0.008424342,1.7322259
508,-0.1405136,0.10251807,0.28382054
509,0.007894322,-0.102426246,0.8579101
510,0.41334912,-1.006283,0.15929039
511,1.2333238,-1.6568897,-0.32400432
512,0.88705593,-0.87732047,0.036167867
513,0.2330677,-0.48565492,-0.30676755
514,-0.21662802,-0.02240445,1.6396544
515,0.13346629,-0.33609435,0.36844626
516,-0.13191408,0.021876791,0.46024323
517,0.38819253,-0.5048394,1.7064949
518,0.32530245,-0.051373202,-0.141482
519,-0.10981973,-0.46084294,-0.4692481
520,-0.007471275,0.13900931,0.12986007
521,0.055552635,1.2431134,-0.071250305
522,-0.13585629,0.71025693,-0.07611762
523,-0.23681197,0.8590565,0.14238392
524,-0.4347239,-0.12395814,-0.42921707
525,-0.22102264,0.08181426,-0.066997126
526,-0.24146757,-0.31322622,1.3924595
527,-0.3947489,-0.987586,-0.05309424
528,-0.7042995,-0.7636344,-0.62693447
529,-0.65250623,-0.71844584,0.32766047
530,0.15969883,0.6924924,-0.08963593
531,0.45829913,1.0950047,-0.3714821
532,0.5832442,0.74310386,-0.06688288
533,0.41425723,-0.020237714,0.29513797
534,-0.13085173,-0.44503525,-0.65147734
535,-0.2765215,-0.024213491,0.59287953
536,-0.14436935,0.15289317,0.17504576
537,-0.1875318,-0.16890532,0.59541506
538,0.124523066,0.43022072,0.58082485
539,-0.665114,0.98376757,0.82388
540,-1.5790395,0.99959457,-0.3412132
541,-0.7785426,0.039977312,-1.6078935
542,0.69396806,-0.676401,-0.45674533
543,0.5575457,-0.2626074,-0.22456947
544,0.43112049,0.7021761,-0.32734635
545,0.27261227,-0.069738,-0.9449937
546,-0.021933712,-0.574666,-2.0655766
547,-0.29834133,-1.110761,-1.6899612
548,-0.13439657,-0.76259977,-0.3859297
549,-0.20648846,-0.09058959,-0.85391235
550,-0.092795245,0.10572241,-0.035222083
551,-0.048011966,0.28591114,0.78924364
552,0.07537024,-0.0026934743,1.3389193
553,0.28447062,-0.069667384,-0.93799543
554,0.6449569,0.06470746,-0.9910843
555,0.47812194,0.8197753,0.4752497
556,0.60420364,0.062400315,-0.11575495
557,0.19545364,-0.030324444,0.52723646
558,0.3320052,0.36189115,0.71379226
559,-0.2504697,-0.017617103,0.5103986
560,0.20164128,-0.10692917,0.8539789
561,0.32508904,0.21215925,0.64872164
562,0.49089748,-0.40168846,0.75027955
563,0.41055855,-0.71846783,0.9863978
564,0.09364339,-1.6106758,0.5994903
565,0.07721242,-0.03418444,0.593589
566,0.6750909,-0.2437876,0.4612437
567,0.62787724,0.382219,-0.9593272
568,0.105444886,0.6073058,0.98567826
569,-0.3619177,0.5050302,0.8637548
570,-0.40144426,0.8029865,2.1126819
571,-0.9891255,0.37784272,0.3191622
572,-0.18893895,0.5760949,0.70619947
573,-0.040544566,-0.17925818,-0.051577523
574,0.24450107,0.7588595,-0.03553289
575,-0.25804934,-0.44959512,-0.6368288
576,-0.19533077,0.32394817,-1.2979087
577,-0.054179303,-0.5538131,-0.37879565
578,-0.1599855,-0.4779799,0.591002
579,-0.062341325,0.07102362,-0.242541
580,0.5256746,-1.0230583,-1.8543531
581,0.12250058,-1.262699,-0.94238895
582,-0.7995105,0.19673428,-0.7334292
583,-0.052119717,0.23355271,-1.2185694
584,-0.48403034,0.6343656,-1.7649441
585,-0.5454574,0.9510483,-2.0971906
586,-0.22139388,0.027245216,-2.1796474
587,0.51765066,-0.19991547,-1.8447447
588,0.55321956,0.7460269,-0.5006826
589,0.30941284,0.03539154,-0.69548464
590,0.075471655,0.26228446,0.022444088
591,0.4630577,0.76311815,0.090657644
592,0.8002438,-0.09199475,1.1057522
593,-0.092022076,0.653635,0.3173863
594,-0.60208553,0.03136192,-0.16698188
595,0.23772518,0.19499584,0.86865735
596,0.18984258,-0.94370073,1.0232251
597,-0.07997093,-0.32347453,1.498184
598,0.36365798,-0.63842016,2.5634875
599,0.07862806,-1.3539443,1.8754191
600,0.056392625,-0.49698308,0.29412973
601,0.1431955,-0.29567352,1.7217236
602,0.7268422,0.7968693,0.4400378
603,0.17515358,0.6063181,-0.4756645
604,-0.19004215,1.0474215,0.7020027
605,-0.77341,0.8276822,1.055471
606,-0.3998784,-0.05908929,1.3031998
607,-0.9291576,-0.38312975,0.9932027
608,-0.5290852,-1.1322496,2.4091408
609,-0.097309366,-0.92429394,0.45498145
610,-0.17320414,-0.29194984,0.13301954
611,0.66838944,-0.85514325,-0.32356748
612,0.17254436,-0.09408368,-0.9154559
613,0.09060183,0.47961167,-0.089600034
614,0.25820106,1.1434299,-1.4326571
615,0.48596114,0.7116276,-1.8118005
616,0.0979051,0.7914341,-1.5201247
617,-0.103446126,-0.044109453,-0.035423487
618,-0.32938865,0.46625847,0.109234735
619,-0.44717997,-0.019265812,0.570004
620,-0.106562875,-0.38706973,-1.8897142
621,0.20389816,-0.17625327,-1.1908084
622,0.008488636,0.07388915,-0.622832
623,0.086480185,0.9808713,0.7774676
624,0.66460747,0.5269807,0.69567454
625,0.31137794,0.25115958,1.663953
626,-0.29380873,0.2567376,-0.12853093
627,-0.25325823,-0.5770439,-0.0068579223
628,-1.4223706,-1.3508306,1.5687459
629,-1.4311473,-0.7350459,0.1894138
630,-0.48559418,0.08211967,0.7314677
631,0.15876998,0.3741453,0.00978267
632,-0.67529434,0.1304154,0.34178782
633,-0.6588421,-0.41345197,0.28354284
634,0.3099307,-0.61867803,0.6471315
635,0.1859902,-1.065081,-0.1756084
636,0.7054497,-0.27221382,2.1207345
637,0.66888624,-0.046751812,3.1801736
638,0.20700754,-0.4415206,2.136288
639,-0.31974488,0.48334056,1.9888359
640,-0.1694262,0.44865033,0.80634105
641,-0.28028443,0.09580879,0.23510219
642,0.21041384,-0.09713287,-0.046054363
643,0.19947532,-0.79806566,0.5295782
644,1.1471416,-0.18812832,0.05117199
645,0.9880571,-1.4290146,-1.0766469
646,0.7883895,0.11695073,-1.2776097
647,0.59389305,-0.09505999,-0.94231033
648,0.09433146,0.17118238,-2.0232506
649,-0.10366568,0.5924848,1.0525771
650,0.06744384,0.6583967,1.3508875
