step,lin_vel_body_0,lin_vel_body_1,lin_vel_body_2
84,0.7248244,-0.32715085,0.13343658
85,0.7198063,-0.3462341,0.6206373
86,0.58868676,-0.3481021,0.9691937
87,0.7882827,-0.19980212,0.9237486
88,0.782706,-0.283762,0.73675096
89,0.7391727,-0.4202436,0.5185378
90,0.64731425,-0.21668929,0.32371926
91,0.59361815,-0.23021053,0.031780105
92,0.68150675,-0.12762989,-0.11518024
93,0.8558962,-0.057566747,-0.24463902
94,0.91083497,-0.024811976,-0.3992775
95,0.9373992,0.05329439,-0.6401475
96,0.8934033,-0.092178926,-0.7201073
97,0.7395985,-0.05919499,-0.5068408
98,0.69310606,-0.17074908,-0.11986022
99,0.76574415,-0.07876537,0.08774433
100,0.86467457,-0.17125148,0.32843444
101,0.9150699,-0.14539579,0.59584713
102,0.85220885,-0.05990529,0.7073219
103,0.84100926,0.020151965,0.66105914
104,0.8817716,0.3057093,0.59671277
105,0.9414007,0.15825352,0.478636
106,0.8910836,0.012504547,0.24173912
107,0.76562464,0.04242087,-0.040046386
108,0.9397241,0.051186122,-0.17423601
109,1.0830066,0.2048464,-0.3074569
110,1.020784,0.26109102,-0.51458657
111,0.9459297,0.13263261,-0.7313078
112,0.8294968,0.16746312,-0.95438373
113,0.82993543,0.08657894,-0.90062666
114,0.86343294,0.11664542,-0.46861273
115,0.9204026,0.103765674,-0.09466341
116,0.9594069,0.031569157,0.28420055
117,0.89627445,-0.19472761,0.630628
118,0.8816739,-0.2721253,0.94439316
119,0.80493444,-0.1897583,0.9287386
120,0.91351765,-0.1952146,0.88786435
121,0.99872804,-0.1504329,0.8305229
122,0.95821553,-0.21684209,0.5854089
123,0.91790044,-0.15384467,0.3675216
124,0.9712599,-0.16126688,0.17680666
125,1.0963513,-0.053503186,0.047827546
126,0.92597693,-0.0896136,-0.21240273
127,1.102643,-0.062024523,-0.3427048
128,1.0003669,-0.14505206,-0.6024214
129,0.99100965,-0.057000518,-0.78613603
130,0.8760733,0.030716842,-0.6825396
131,0.60260534,-0.15277572,-0.5312608
132,0.79678446,-0.13003103,-0.24010013
133,1.1369343,-0.13668473,0.123311
134,1.2029613,0.08598054,0.3931428
135,1.1653893,0.05250692,0.47070256
136,1.1007448,0.25865296,0.64480513
137,1.1996931,0.24213919,0.59268665
138,1.1709539,0.22102627,0.4468493
139,1.185887,0.3010887,0.28149348
140,1.040501,0.16545515,0.03806332
141,1.1239222,0.30909565,-0.15718003
142,1.1178124,0.24617659,-0.32622483
143,1.1166975,0.17377947,-0.55246717
144,1.1136333,0.26752096,-0.68071735
145,1.1187595,0.2411313,-0.9220842
146,0.7927496,0.2604911,-0.9938175
147,0.6510957,0.1652903,-0.7967509
148,0.95125914,0.038278352,-0.48925912
149,1.0410686,0.06462053,-0.14583708
150,1.0678014,-0.0029234015,0.20348209
151,1.2026445,-0.033236153,0.5511845
152,1.2078351,-0.20168597,0.7371504
153,1.1897136,-0.21285327,0.8785286
154,1.0689671,-0.12443368,0.8647271
155,1.0820136,-0.10604451,0.6850937
156,1.0429238,-0.08721328,0.48186457
157,0.9942771,-0.13639602,0.21005696
158,1.1671128,-0.15593992,0.07012543
159,1.0971627,-0.08854359,-0.13939498
160,1.1581233,-0.029685935,-0.31402618
161,1.1442169,-0.1284634,-0.4970125
162,1.1070247,-0.12939182,-0.62808603
163,0.95995855,-0.0711844,-0.61971855
164,0.9906338,-0.14921916,-0.5137064
165,1.1696066,-0.042197976,-0.14610602
166,1.276566,0.0057308446,0.23317547
167,1.2843307,0.22362012,0.47134453
168,1.4187155,0.22266439,0.53703743
169,1.3223473,0.34628513,0.61335844
170,1.2118018,0.33189538,0.7273782
171,1.2709229,0.40594316,0.64967024
172,1.3383604,0.22831343,0.47107738
173,1.1947318,0.34624615,0.23089609
174,1.1734862,0.13315196,-0.0070107877
175,1.2446434,0.098367386,-0.17429529
176,1.1802769,0.20247841,-0.40870687
177,1.2785894,0.31129962,-0.5286327
178,1.3525411,0.29470846,-0.71259606
179,1.3743111,0.3874127,-0.82134277
180,1.0985645,0.28910917,-0.86665934
181,1.0597473,0.20889087,-0.6063239
182,1.022557,0.056581743,-0.20897043
183,1.2968941,-0.09684089,0.09720369
184,1.2967519,-0.1382765,0.44726628
185,1.2811767,-0.14411685,0.7972276
186,1.1974041,-0.06598631,0.8345367
187,1.2053328,-0.14913778,0.74459344
188,1.2651898,-0.13093989,0.76691175
189,1.2772918,-0.17521328,0.5507742
190,1.2881706,-0.034792338,0.39363444
191,1.3974876,-0.23681074,0.1850077
192,1.3253236,-0.21237823,-0.010280304
193,1.1934668,-0.26517045,-0.21242648
194,1.197649,-0.2994759,-0.41495538
195,1.4038038,-0.3908648,-0.545218
196,1.3102443,-0.3323667,-0.5772273
197,1.1445994,-0.1714079,-0.55944556
198,1.352232,-0.0727088,-0.21483721
199,1.4083413,-0.11929905,0.1365216
200,1.5683023,-0.012505137,0.2084413
201,1.6177851,0.0060974667,0.45515463
202,1.4782144,0.06971009,0.57408655
203,1.5559849,0.1908586,0.682666
204,1.6401367,0.22855513,0.6719719
205,1.5817771,0.1924275,0.5382417
206,1.4854065,0.14130427,0.2571514
207,1.5599191,-0.027952947,0.08838245
208,1.5746285,0.032033175,-0.058644593
209,1.6047988,-0.014873918,-0.29501534
210,1.6061817,0.0015488025,-0.39532894
211,1.4905972,-0.025794536,-0.6482652
212,1.247963,-0.18571547,-0.59132224
213,1.2001512,-0.09281329,-0.37981853
214,1.3367462,-0.05521986,-0.21746188
215,1.4699546,-0.0007913322,0.19161752
216,1.4713875,-0.23106435,0.4170668
217,1.2922496,-0.26437125,0.47035277
218,1.3875535,-0.24289446,0.5548637
219,1.4416925,-0.16487059,0.68620336
220,1.5505043,-0.30783236,0.76850116
221,1.407027,-0.16127692,0.62440836
222,1.2384958,-0.07882785,0.42726398
223,1.37994,-0.11417517,0.20811301
224,1.3173703,-0.017677685,-0.0054326355
225,1.1974684,-0.049946547,-0.29173478
226,1.3387371,-0.12172001,-0.40413004
227,1.3406125,-0.16779861,-0.6187379
228,1.3142802,-0.18308212,-0.8459705
229,1.2667723,-0.05623015,-0.9551154
230,1.1758997,-0.034126107,-0.78949493
231,1.3502625,-0.08108136,-0.52339584
232,1.4984722,-0.15761265,-0.17467749
233,1.5976274,-0.14904006,0.11219448
234,1.5766529,-0.093178324,0.41490188
235,1.5997858,-0.103539646,0.6914162
236,1.5891749,0.00089624664,0.6805328
237,1.5381725,0.12691885,0.5264197
238,1.6671551,0.078602456,0.45200017
239,1.6843178,0.09651123,0.2757271
240,1.5726428,-0.04497547,0.020964295
241,1.6252264,-0.063492015,-0.08943327
242,1.6307309,-0.056997173,-0.26856616
243,1.5187178,-0.21846847,-0.5326034
244,1.4984792,-0.012208532,-0.6761979
245,1.6516974,0.020220494,-0.894425
246,1.775853,0.096605726,-0.91839707
247,1.3917415,-0.08480882,-0.76104486
248,1.413438,-0.09845942,-0.43741927
249,1.6420697,-0.01381283,-0.09764665
250,1.6593368,-0.07468677,0.30911028
251,1.51312,-0.094561495,0.64856565
252,1.6413991,-0.025242561,0.8706871
253,1.6771624,-0.21081206,0.85430986
254,1.6557269,-0.26529422,0.796059
255,1.687305,-0.31291097,0.60446066
256,1.7051116,-0.25793812,0.38010266
257,1.7529731,-0.14787121,0.21360119
258,1.8398771,-0.15216704,0.08218296
259,1.9143443,-0.18097515,-0.05059041
260,1.6802115,-0.16393638,-0.30749545
261,1.8609067,-0.24411577,-0.4319445
262,1.7629341,-0.2996818,-0.52128434
263,1.5575039,-0.1537192,-0.19367473
264,1.2892627,-0.0556473,0.2362757
265,1.3277177,-0.19847085,0.5142571
266,1.5238473,-0.14101261,0.53989506
267,1.6570534,0.015534752,0.5919048
268,1.7291002,-0.005336209,0.7176569
269,1.7131722,0.0019771708,0.6226718
270,1.7951996,0.1826515,0.5748174
271,1.7109348,0.08675227,0.4011394
272,1.6565756,-0.033421602,0.19948141
273,1.5327321,0.030750338,-0.00052083284
274,1.4852868,-0.04726149,-0.2432868
275,1.645667,0.09462729,-0.36095774
276,1.707852,0.1822338,-0.5807843
277,1.5460596,0.32276404,-0.8192106
278,1.5935841,0.2693181,-1.0469142
279,1.3091855,0.2537575,-0.9526571
280,1.0566361,0.3756136,-0.67908955
281,1.2758349,0.28204817,-0.42004228
282,1.4185863,0.14004536,-0.2506961
283,1.7190847,0.28031388,0.1092352
284,1.5958952,0.23098364,0.415711
285,1.4161743,0.22524406,0.60412884
286,1.3370974,0.12935041,0.8511654
287,1.2849476,0.08374048,1.0660824
288,1.4525975,0.042661376,1.0845604
289,1.2522566,0.11194956,0.8525331
290,1.2065383,0.20234786,0.60348535
291,1.2840751,0.17627338,0.40661868
292,1.5018704,0.15190172,0.28488535
293,1.3626641,0.21323887,0.03361958
294,1.428026,0.2659163,-0.10780501
295,1.4330282,0.21516511,-0.26532868
296,1.4278502,0.12409343,-0.55068403
297,1.3544724,0.17469841,-0.77135867
298,1.3423349,0.105535686,-0.7956852
299,1.2951293,0.017475672,-0.757853
300,1.5069466,-0.021740329,-0.37698525
301,1.59172,-0.07710784,0.03333113
302,1.642115,0.13807447,0.2782003
303,1.5635588,0.076077886,0.30568135
304,1.6712475,0.17053595,0.23048237
305,1.6164229,0.08799813,0.1014251
306,1.4587817,0.1753008,-0.08949964
307,1.6199898,0.25041398,-0.12334233
308,1.6737107,0.11718579,-0.28942114
309,1.6120024,0.28391933,-0.5243601
310,1.5162927,0.2614683,-0.7340361
311,1.4016534,0.23357019,-0.9179682
312,1.2359141,0.15274806,-0.97857594
313,1.3070024,0.024332535,-0.65554297
314,1.4767705,-0.055684578,-0.37706733
315,1.6532563,-0.0015067478,-0.09848462
316,1.6809448,-0.06636202,0.20939489
317,1.5345703,-0.15147544,0.5923395
318,1.3243308,-0.21009587,0.76560944
319,1.3640467,-0.1936124,0.88040113
320,1.3949295,-0.09154473,0.9608737
321,1.6314721,-0.18225133,1.0402676
322,1.4728858,-0.2652557,0.8812474
323,1.497832,-0.19587868,0.70884
324,1.4106638,-0.2563311,0.39125144
325,1.4797688,-0.22712909,0.24829778
326,1.5912384,-0.14853252,0.18811953
327,1.4752315,-0.018172137,-0.087553024
328,1.4930502,-0.059095018,-0.2670574
329,1.5133467,-0.09071973,-0.5075018
330,1.2979407,-0.05921555,-0.5721888
331,1.2901698,-0.042801555,-0.46214664
332,1.4475726,-0.1724407,-0.18070267
333,1.5914596,0.03608028,0.32555223
334,1.6766801,0.17920035,0.5875067
335,1.5562822,-0.009548628,0.52622455
336,1.549625,0.044360757,0.44882876
337,1.6374171,0.0684222,0.33497274
338,1.6113265,0.048078883,0.13862963
339,1.7753463,-0.15052402,-0.07463145
340,1.5933708,-0.052693386,-0.29163742
341,1.5119574,0.08305144,-0.41079846
342,1.6167653,0.028732527,-0.61144686
343,1.5954432,0.1691543,-0.6984808
344,1.3430544,-0.09435883,-0.5743474
345,1.3140275,-0.37466124,-0.5390575
346,1.3703011,-0.33053204,-0.16154759
347,1.3288466,-0.24248561,0.19220567
348,1.3945657,-0.20807508,0.44194403
349,1.4207606,-0.2692769,0.47990763
350,1.4992071,-0.2500637,0.59322596
351,1.3749713,-0.37678176,0.6165748
352,1.3207705,-0.21083486,0.62958586
353,1.4124172,-0.18845859,0.50531125
354,1.4486349,-0.10846572,0.3623581
355,1.5701439,-0.23329027,0.2576796
356,1.6012671,-0.4102402,0.10407241
357,1.4231024,-0.3333766,-0.13391468
358,1.4179713,-0.24741533,-0.34085178
359,1.3422078,-0.23005947,-0.5617646
360,1.4354745,-0.04613719,-0.6027689
361,1.2746333,0.09076865,-0.43627456
362,1.3187879,0.26609877,-0.1612986
363,1.4113559,0.10562728,0.19718996
364,1.3127172,0.2191474,0.46990162
365,1.4632149,0.25711343,0.57793236
366,1.346668,0.29064155,0.5175895
367,1.3018571,0.32804236,0.38642702
368,1.2020755,0.5166976,0.14827748
369,1.382834,0.4586325,0.10483844
370,1.3464152,0.40534642,0.13523632
371,1.4464393,0.40917602,0.107575476
372,1.5335847,0.33755925,-0.03767808
373,1.3886089,0.29046842,-0.26516667
374,1.467125,0.41063735,-0.36341372
375,1.5272189,0.26419958,-0.5618444
376,1.4857388,0.12516746,-0.77083766
377,1.3220116,0.104319274,-0.9188981
378,1.290501,-0.07797596,-0.5955758
379,1.1840136,-0.052423127,-0.14373137
380,1.1247393,-0.09992108,0.176717
381,1.23351,0.013810134,0.37982482
382,1.3345217,-0.013260543,0.4836233
383,1.442758,0.008135524,0.5452742
384,1.3825618,-0.0741532,0.53821874
385,1.3050187,-0.105478175,0.5851128
386,1.2422115,-0.063953996,0.56654674
387,1.2101471,-0.09029135,0.48294604
388,1.3630592,-0.16453964,0.4022081
389,1.2158471,-0.12097811,0.18539295
390,1.2484612,-0.012491949,0.09839979
391,1.2939869,-0.08110869,-0.054405857
392,1.2172232,-0.03401841,-0.30096874
393,1.2788739,-0.013117271,-0.47947124
394,1.2180885,0.068087436,-0.72066146
395,1.2744629,0.038290992,-0.74087083
396,1.2178099,-0.051477775,-0.5292933
397,1.3948584,-0.084020786,-0.19430557
398,1.4897463,-0.117839165,0.030236438
399,1.5763434,-0.20941606,0.2838794
400,1.5084393,-0.0019917209,0.33107027
401,1.4448433,0.17754155,0.4423471
402,1.460291,0.10785246,0.57327604
403,1.3468176,0.25677973,0.5304062
404,1.508138,0.034393042,0.51588166
405,1.5784111,0.088226914,0.4417209
406,1.6175209,0.10819059,0.24614769
407,1.5626837,0.05426572,0.020398688
408,1.3296893,0.063415274,-0.21128844
409,1.4111013,-0.0023746528,-0.4143952
410,1.4120029,0.036764156,-0.53214693
411,1.408712,0.23031309,-0.6714453
412,1.3318326,0.1559171,-0.90864587
413,1.2715507,0.090437606,-0.7429911
414,1.2307098,0.108407095,-0.57771504
415,1.3673558,0.038598664,-0.25364554
416,1.3252937,0.07664208,0.15233792
417,1.2557344,0.11152473,0.52864
418,1.3006163,0.12001995,0.846185
419,1.2547947,0.062028367,0.9067958
420,1.4269978,-0.010306515,0.9378421
421,1.4781908,0.0124438815,0.7962954
422,1.6132077,0.042873986,0.6839328
423,1.356071,0.07435532,0.36964822
424,1.4009876,0.16686201,0.21868205
425,1.3674351,0.27184257,0.050496772
426,1.4816958,0.25123852,-0.15066689
427,1.5045689,0.24405615,-0.25388652
428,1.4259841,0.16424733,-0.5319455
429,1.4984562,0.33385983,-0.6546744
430,1.2162045,0.36323187,-0.39582038
431,1.3386863,0.28617704,-0.16560528
432,1.3523694,0.24690509,0.18934411
433,1.2890433,0.38557756,0.5181006
434,1.345712,0.38091323,0.5466021
435,1.3275653,0.5022354,0.39215893
436,1.4285258,0.44994828,0.2756972
437,1.5994585,0.3374354,0.24807031
438,1.7411419,0.35170904,0.15817812
439,1.7392544,0.22916839,-0.14170535
440,1.6337972,0.2808488,-0.338234
441,1.6530704,0.35229313,-0.4105848
442,1.6194603,0.35456347,-0.7011846
443,1.7780944,0.37144768,-0.7724613
444,1.7135698,0.28830415,-0.90615106
445,1.3488419,0.27128717,-0.6534823
446,0.9852168,0.11601858,-0.40365064
447,1.0619742,0.27802038,-0.049786195
448,1.2678038,0.21492271,0.24518014
449,1.2585027,0.20467374,0.49336976
450,1.251727,0.00076408125,0.77936107
451,1.1289326,-0.048732094,1.062053
452,1.1416256,-0.070038415,1.2263157
453,1.3310237,-0.014206724,1.1599021
454,1.2984223,0.102671765,1.1154469
455,1.2780243,0.1099191,0.9121378
456,1.3231821,0.05244928,0.67116684
457,1.3184255,0.06646896,0.47461638
458,1.2759999,0.114378355,0.2625372
459,1.2743157,0.29044053,0.08647278
460,1.431744,0.14082013,-0.0051401267
461,1.3398325,0.077864006,-0.25889415
462,1.2659928,-0.1269911,-0.501498
463,1.104447,-0.11693526,-0.7710154
464,1.191567,-0.19469547,-0.94576967
465,1.1219652,-0.20244437,-1.1618316
466,1.2138866,-0.13042639,-0.8823258
467,1.231389,-0.0016905684,-0.54726225
468,1.4319806,0.020017112,-0.12050462
469,1.5421327,0.065282665,0.20936237
470,1.5208929,0.0639343,0.34353137
471,1.6135461,-0.031996407,0.42631614
472,1.6961334,0.028275903,0.39601663
473,1.5470508,0.12709117,0.21536309
474,1.5501534,0.26944372,0.041359518
475,1.4191512,0.10423583,-0.22281107
476,1.4472606,0.08513288,-0.38032967
477,1.6031165,0.059126955,-0.5451248
478,1.4715371,0.14319775,-0.72211754
479,1.4398535,0.13344276,-0.9188406
480,1.3303381,0.118650444,-0.71815133
481,1.259195,0.04961335,-0.2923857
482,1.3402218,-0.03168133,0.0038747806
483,1.4365088,-0.12348436,0.27689537
484,1.4785194,-0.15930186,0.4257198
485,1.4393395,-0.13477898,0.67266506
486,1.0995381,-0.13029647,0.84246343
487,1.098192,-0.060571216,1.0606081
488,1.1167264,-0.23958944,0.8833669
489,1.227447,-0.28719115,0.65563023
490,1.2218379,-0.3228994,0.49180505
491,1.2865092,-0.23179151,0.32440284
492,1.1628414,-0.3063592,0.043893486
493,1.31941,-0.29826188,-0.07367009
494,1.4280549,-0.3338132,-0.26628435
495,1.3914078,-0.36752105,-0.43434793
496,1.0814563,-0.21035948,-0.63330996
497,1.031035,-0.2242632,-0.5782852
498,1.1307873,-0.24671334,-0.36260402
499,1.3079665,-0.17798676,0.050432123
500,1.3980644,-0.13932641,0.424798
501,1.51298,-0.20208387,0.5135089
502,1.4827309,-0.19812182,0.37455657
503,1.5413364,-0.047902193,0.33893722
504,1.5947375,-0.045801952,0.20153946
505,1.545575,0.023489697,0.046277262
506,1.6020377,-0.08519241,-0.016741782
507,1.5716525,-0.1892391,-0.23717065
508,1.5860602,-0.18390562,-0.3903718
509,1.5938545,-0.22290464,-0.62002087
510,1.4186097,-0.3181679,-0.66296154
511,1.1311517,-0.48493582,-0.423295
512,1.2023724,-0.49890086,-0.040911615
513,1.2726495,-0.429505,0.27936316
514,1.3522412,-0.52203596,0.52290815
515,1.2344301,-0.6204525,0.6832194
516,1.2173512,-0.60355943,0.6238607
517,1.1159081,-0.7497794,0.4893479
518,1.1278132,-0.624835,0.4888415
519,1.103342,-0.5760381,0.4747042
520,1.1684535,-0.6699916,0.45090926
521,1.4009471,-0.69422656,0.47601834
522,1.3426027,-0.6753269,0.31407815
523,1.4154841,-0.6511652,0.16034667
524,1.2365196,-0.59622777,-0.06288445
525,1.2243565,-0.6870732,-0.21143106
526,1.1426333,-0.71431065,-0.45595706
527,0.9980577,-0.6051695,-0.7072474
528,1.0474714,-0.52326596,-0.8407211
529,0.9915781,-0.47420555,-0.71646905
530,1.2106895,-0.45884502,-0.30520588
531,1.2767193,-0.4692357,-0.06439548
532,1.2273902,-0.43755,0.33744907
533,1.123222,-0.3884799,0.78110826
534,1.0898191,-0.26583633,0.7362412
535,1.155544,-0.22985998,0.7612092
536,1.1990303,-0.20962806,0.7190651
537,1.194588,-0.21851759,0.57502735
538,1.2472918,-0.28629497,0.4001087
539,1.3308798,-0.24472605,0.26630378
540,1.266518,-0.082526594,0.051585488
541,1.0916189,-0.06347604,-0.23037031
542,0.99983877,-0.21827416,-0.51851094
543,1.18894,-0.13161755,-0.62690085
544,1.3614033,-0.053675424,-0.70832086
545,1.2026873,-0.008627981,-0.95507085
546,0.98406136,0.0725461,-0.77524054
547,0.94419587,0.08268634,-0.41932756
548,0.9680357,-0.04024349,0.016166087
549,1.0950987,-0.09437609,0.31296265
550,1.1549157,-0.21064958,0.6104948
551,1.1440367,-0.2924231,0.7758508
552,1.0992723,-0.3580077,0.84394443
553,1.0547986,-0.31099197,0.82618517
554,1.1302024,-0.3244373,0.75229645
555,1.2403469,-0.3273093,0.54816276
556,1.096716,-0.25776586,0.28717625
557,1.1665019,-0.19369881,0.1136434
558,1.2346237,-0.28180385,-0.039716955
559,1.1749146,-0.24763435,-0.2521264
560,1.1553333,-0.31235987,-0.40577254
561,1.211445,-0.35850728,-0.6053051
562,1.1053706,-0.40437552,-0.87520534
563,0.99225247,-0.43318087,-0.7635343
564,0.7097777,-0.2908861,-0.5267292
565,0.9706685,-0.19767262,-0.21454571
566,1.0822431,-0.18229327,0.14291221
567,1.2144151,-0.011497156,0.52805567
568,1.2630417,0.038378306,0.70524555
569,1.2528177,0.1161744,0.69728094
570,1.3363271,0.07848993,0.8016575
571,1.2829112,0.25678146,0.62887216
572,1.3246617,0.14815563,0.38831544
573,1.2039806,0.10291358,0.1437448
574,1.2800771,0.038349934,-0.02598919
575,1.1176935,0.0700997,-0.1962681
576,1.274525,0.09561608,-0.37417236
577,1.1490754,0.057812408,-0.61659527
578,1.129678,0.018567119,-0.80295795
579,1.1608769,0.13561195,-0.9845563
580,0.92447895,0.12638134,-0.8795558
581,0.8366238,0.16337635,-0.52506995
582,1.0710608,0.27266672,-0.15079787
583,1.038627,0.14411102,0.058305293
584,1.1170145,0.21398968,0.41081586
585,1.1768332,0.23853458,0.72956955
586,1.0586911,0.19689985,1.0072385
587,1.0168343,0.068400174,1.0893664
588,1.1905833,0.06017691,1.0335038
589,1.0744163,0.07305632,0.72115207
590,1.1047845,0.11231699,0.55929077
591,1.1504283,0.096028306,0.3359085
592,1.0525504,-0.035272658,0.116017275
593,1.125824,0.06266522,0.012390658
594,1.091061,0.16116539,-0.25536883
595,1.191269,0.022116764,-0.3726266
596,1.0889052,0.036907367,-0.6649796
597,1.172777,0.031172276,-0.8350572
598,1.1016583,-0.12952515,-0.9615489
599,0.8868581,-0.078829594,-0.9348282
600,1.0199937,0.08018688,-0.60026026
601,1.1410336,0.047993843,-0.21392083
602,1.4065942,0.11342317,0.1805581
603,1.4397075,0.32228622,0.51432586
604,1.5086428,0.32730854,0.5122114
605,1.5520498,0.34565866,0.41524333
606,1.403309,0.25850844,0.18035278
607,1.2985342,0.30120736,0.027671263
608,1.2620751,0.103562884,-0.22234613
609,1.3309655,0.14859712,-0.4285648
610,1.3745196,0.25587392,-0.59195465
611,1.2378151,0.13715649,-0.5929159
612,1.3543501,0.11360251,-0.26110366
613,1.5479621,-0.03175825,0.040234122
614,1.6049243,-0.0076549505,0.36010605
615,1.5373396,-0.019253418,0.5055662
616,1.5133141,0.028945053,0.6371237
617,1.408172,-0.021969019,0.53186226
618,1.4460648,-0.0062983017,0.46940738
619,1.387773,-0.016411494,0.38664362
620,1.2670592,0.063211076,0.19580975
621,1.4022886,0.042647813,0.1254986
622,1.5210648,0.055374138,0.011066932
623,1.7203399,-0.015678825,-0.1363558
624,1.7184299,-0.14507033,-0.32696557
625,1.6250277,-0.17746404,-0.50960547
626,1.6028843,-0.0300836,-0.65092
627,1.4577075,0.0030253488,-0.8725207
628,1.2741493,0.20719531,-0.7398106
629,1.2240794,0.36500317,-0.37057215
630,1.3510479,0.31340945,-0.12735146
631,1.3760347,0.29299918,0.272269
632,1.2590225,0.47387388,0.6452497
633,1.1977295,0.47435963,0.80792224
634,1.2209972,0.3049623,0.75998074
635,1.1908313,0.35967925,0.5073333
636,1.393156,0.1554164,0.5113369
637,1.433344,0.067721516,0.32529303
638,1.3981994,0.18021268,0.14892903
639,1.5739336,0.23809016,0.0030397363
640,1.5601758,0.26908547,-0.16327965
641,1.4584773,0.2911404,-0.32393074
642,1.4253708,0.23867801,-0.55543077
643,1.3761979,0.21049762,-0.7919159
644,1.4005184,0.026250552,-0.6707443
645,1.1555091,-0.07609213,-0.38865173
646,1.3604364,-0.103303805,-0.09116004
647,1.3490515,-0.16122705,0.18567881
648,1.3130627,-0.059792154,0.55398285
649,1.4072461,-0.1871697,0.7310872
650,1.4596262,-0.30497897,0.7530072
651,1.438657,-0.19707093,0.78922224
652,1.2955978,-0.21428326,0.50574607
653,1.2401524,-0.16474041,0.34822905
654,1.4048225,-0.24810354,0.25178367
655,1.309075,-0.29500753,0.11499871
656,1.2773641,-0.11653493,-0.017055482
657,1.2732409,-0.23868175,-0.25253427
658,1.3332089,-0.18006589,-0.38658696
659,1.4101378,-0.31115335,-0.60401475
660,1.2552551,-0.06316212,-0.826764
661,1.1482514,0.030950122,-0.53176916
662,1.0932474,0.0018377389,-0.1924635
663,1.298094,0.20037091,0.11769292
664,1.3257929,0.12239327,0.37454945
