step,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,torque_12,torque_13,torque_14,torque_15,torque_16,torque_17,torque_18
500,-19.833927,60.037064,2.0005493,4.923828,11.742523,65.93056,-200.0,-82.62051,-232.07956,40.0,-20.327635,-12.505633,4.7472687,1.2415717,-4.586914,17.236181,35.51089,4.364853,0.9564514
501,-7.8941135,9.819414,-10.182983,-7.09021,-20.694672,24.039375,-56.819534,-1.1759949,-37.345947,40.0,5.9813004,14.0761795,-0.6282501,0.07477856,9.307129,10.163872,-13.778297,18.0,18.0
502,12.906143,-16.007946,15.417236,-1.9836426,-4.30072,-5.8958263,43.209618,-0.13301086,4.136139,40.0,-4.3729935,-9.192596,-28.755539,-2.5818567,-0.638916,-8.318287,-40.0,-5.6175666,-18.0
503,5.2790985,-6.166048,34.704895,8.518555,4.377014,-4.696945,67.73396,-31.161072,2.7221375,40.0,-33.98133,-14.385307,-36.937233,-0.88110733,-18.0,35.991486,-40.0,-18.0,4.744171
504,-17.34526,43.444183,13.728577,17.896973,0.051971436,4.0831757,-38.499603,-6.356903,14.684692,40.0,6.9722786,6.471014,20.037186,8.073111,-18.0,-8.316881,-40.0,-18.0,-18.0
505,10.282925,14.567696,34.92871,13.013184,-8.354645,13.836945,-59.778694,-23.908127,-10.143921,16.494354,-24.28709,-39.64472,-33.54033,-4.199765,-18.0,-6.8360214,20.731636,18.0,-18.0
506,-2.4446335,-11.819145,6.5967407,11.270508,-26.102295,-7.380109,35.112244,-18.255356,-19.137604,-4.0267334,16.497002,6.9133606,-40.0,-1.8844109,5.3432617,-9.788957,16.996296,4.9655,-18.0
507,-3.6108398,2.794403,0.0256958,28.319214,40.0,5.7519608,-6.6214294,3.478592,-12.842224,1.7067261,22.191238,40.0,25.209576,-18.0,6.5096436,3.2670994,40.0,18.0,18.0
508,-4.989066,9.4127655,-6.315918,36.34314,-40.0,-1.253746,-9.1419525,-11.106506,-20.70819,1.5221863,3.682534,40.0,-12.9272,18.0,4.4954834,11.597511,-1.5778179,2.4902983,18.0
509,9.855371,7.4967194,32.363586,43.93927,8.994751,2.0696716,-2.6300354,-35.326687,-32.47229,-2.6854553,-23.447987,-17.309347,24.650093,18.0,-18.0,17.22744,-16.852192,-7.9048862,18.0
510,8.452209,-58.00821,148.63083,-233.22522,-5.391449,22.61316,25.900675,-54.28672,-21.91217,11.06662,-25.983532,-18.033566,25.310577,4.5503855,-2.558136,19.395546,-10.09301,-10.916801,18.0
511,-25.938332,55.263916,9.299652,-234.93024,40.0,16.635979,-18.364128,67.280495,14.183228,17.861267,40.41976,40.0,-40.0,-18.0,-2.8669739,-15.364529,3.8151894,3.348999,18.0
512,14.932327,148.90627,-53.32904,-300.0,40.0,-4.010334,-29.864433,-2.885189,-11.21582,2.1082153,7.0919113,8.513998,-40.0,13.405296,18.0,-1.8076649,26.558388,-18.0,-11.378967
513,59.42098,200.0,-101.427155,-300.0,40.0,-19.49556,-24.421413,52.39514,-2.4544678,15.217255,-6.879874,28.09909,6.877825,-2.7496605,18.0,8.533554,-15.029416,-0.1374855,-18.0
514,-3.735756,68.120384,-92.29013,-233.1712,40.0,-4.323969,-18.824097,35.64003,-6.947754,-6.0858765,21.729065,-4.7644005,40.0,-18.0,-18.0,-9.545113,-40.0,-0.015642166,-18.0
515,37.93656,54.81363,1.6442719,-120.35681,40.0,2.239029,-4.6338577,-11.39209,-14.980347,-5.446228,-32.503708,-28.926937,40.0,-4.965271,-18.0,-14.035149,12.894074,2.446474,-18.0
516,-16.792015,5.1664658,-49.42061,-58.309143,14.678711,-11.2686615,-6.6663513,32.029823,4.5947266,5.1812744,33.44718,3.1318855,3.5696564,18.0,-18.0,-40.0,-40.0,-1.3715253,-18.0
517,1.933094,22.86296,-73.910355,-70.098145,40.0,-16.072727,2.5123138,33.63215,4.522339,-1.9943542,8.054092,-38.303562,-12.407761,-0.6848545,-0.95843506,-40.0,-40.0,-4.1667404,2.8298035
518,-9.2810135,62.95379,-6.387192,-68.84247,11.354309,15.473728,-0.06361389,-9.744431,12.87085,-40.0,-14.812114,-7.709854,-15.509155,-3.2324963,18.0,-40.0,2.634079,6.983513,18.0
519,-11.899834,11.889391,16.54206,-11.586182,40.0,13.3437805,6.3188934,-2.134842,7.13562,5.1856995,-0.04831171,29.550522,-39.285103,-6.084255,18.0,40.0,40.0,8.124405,18.0
520,13.764224,-104.30203,32.039146,10.266785,40.0,-14.873436,21.096611,-9.87439,-1.3634033,-8.167114,-30.622932,-0.9609604,-8.48822,-18.0,18.0,40.0,40.0,18.0,18.0
521,7.386715,79.55627,-75.862526,-59.699005,40.0,0.3761139,-27.263832,24.088928,14.88147,-7.0614624,-12.332855,7.2797775,-40.0,-3.711781,18.0,37.229553,11.262238,16.482567,1.6004639
522,6.853676,77.41184,43.633385,27.643707,40.0,-5.0635605,-27.37719,19.03003,10.123901,-7.44458,3.6171227,10.629871,15.599434,0.18735504,-8.547974,8.104942,-16.882133,-6.6025887,18.0
523,-0.11322403,-3.9225044,23.034473,6.3327637,-4.631775,1.1412258,1.8580856,1.081543,5.642578,-2.0055847,1.6657543,12.238483,6.001297,-1.6462479,-18.0,5.565094,-40.0,-6.4146347,18.0
524,-2.184039,-23.318062,-1.4023094,-12.636475,-8.069946,12.867081,-13.76297,15.561218,30.111511,10.6883545,3.3403244,-17.906237,12.875916,18.0,-18.0,-40.0,22.580364,-18.0,-18.0
525,-25.007278,-36.9041,-58.455933,-32.89685,-40.0,4.8719063,19.984085,47.390015,45.368835,12.181824,9.474194,-24.857811,4.617584,-6.0896225,-3.9040527,-40.0,20.191053,0.998518,-18.0
526,-9.169567,33.896606,-30.520294,-22.241638,1.2305603,-26.365719,-30.466282,38.81021,42.893005,-9.979645,55.898087,35.808346,4.845787,-18.0,-18.0,-26.792065,-40.0,-0.9102478,-18.0
527,-3.745409,-14.859482,-39.14238,-35.04956,4.41803,2.8817213,14.306641,35.70761,26.939697,6.3811646,21.534748,40.0,-1.1742783,-18.0,12.560303,-40.0,-31.082886,1.0790367,-18.0
528,-12.662682,6.4381104,-19.095795,-24.527588,8.960846,0.44511414,-50.442734,109.15645,-164.84222,-23.113129,15.901861,3.2750854,9.801872,6.1590023,-14.3090515,4.534004,13.106491,-1.4644814,-18.0
529,17.469173,53.92547,24.933586,-11.604858,40.0,19.245129,-136.24232,-73.34067,-300.0,31.507019,-46.855278,-40.0,-40.0,-0.38416636,18.0,9.092358,-14.992523,18.0,-18.0
530,32.555656,13.134914,32.44565,-18.229736,-0.680542,-28.989908,-103.87275,-158.17065,-300.0,23.887726,-34.887383,-40.0,-36.947887,-3.045353,18.0,12.366531,-23.712753,-2.1234093,13.94693
531,5.3331833,51.84909,29.617096,0.14672852,2.9607544,-5.0742035,-186.92804,-92.17224,-252.61298,-40.0,-25.407953,-40.0,19.13731,2.1701393,18.0,13.077721,5.74794,0.001739502,18.0
532,0.45093536,-3.60038,-5.4028015,-4.73584,8.112976,13.260389,-42.991234,-16.155365,-263.11975,40.0,-14.013016,7.1880684,0.8755579,-18.0,18.0,40.0,21.932465,-11.712959,18.0
533,-20.86955,10.657211,-33.91806,4.043335,8.143066,46.855904,-77.91695,23.03627,-204.38641,40.0,-13.590724,11.254417,40.0,5.808937,-18.0,40.0,40.0,18.0,18.0
534,2.605667,13.335831,7.8935547,8.533081,0.46557617,4.9495544,-47.07354,9.178669,-8.630188,40.0,-14.4938545,-3.7907753,31.401657,2.5817566,-18.0,8.2127,-6.6967773,18.0,-0.85705566
535,-7.584507,-17.989048,-21.2417,7.140503,-8.819519,-3.3509045,37.6073,-25.608347,-53.688324,19.92212,34.266293,-0.014527798,-40.0,-10.3987465,-18.0,-36.237045,-18.289246,-8.026218,-18.0
536,7.49205,8.234324,7.686432,20.338379,-13.558594,2.1118946,-55.232597,-37.52231,-45.8631,-9.806763,14.933489,16.352081,-8.596245,-15.228073,-18.0,-10.732269,26.920372,-2.238144,-18.0
537,4.455223,-26.890442,11.661835,9.212524,-4.959259,-6.3270473,62.054214,-28.327606,-5.1443176,-4.4421387,-3.056923,-4.912033,0.4829445,18.0,-10.861481,4.158188,4.5853577,-2.7680817,6.457855
538,0.8584442,6.471985,16.419495,-2.1030273,-2.9927673,-6.7599106,-10.991394,-8.418732,12.259323,-6.2810974,5.320034,1.0606384,11.702263,18.0,18.0,-9.931197,12.2672615,18.0,-3.6949463
539,10.89418,16.111244,1.3421631,-3.807251,-9.991577,-15.414658,7.8315735,-31.85041,-20.407455,-18.44574,6.1462135,-37.36178,14.65789,6.208845,18.0,-40.0,9.07906,-18.0,-7.2960815
540,-0.18872643,27.15786,11.537903,12.77063,4.0212097,15.355026,-27.933472,18.076939,5.8514404,7.9394836,-9.971275,-8.185169,20.570251,-18.0,18.0,-40.0,-38.28232,-18.0,-16.411652
541,-12.309082,45.202175,-7.070923,23.131104,11.310577,16.230145,-50.867798,31.596329,3.2418823,-2.4974976,-16.068413,3.3486557,-23.269196,-18.0,18.0,13.5681305,-40.0,-2.2725105,-3.8796082
542,-22.013536,-21.475616,18.715576,35.389038,7.9878235,2.409298,-0.655159,-20.319763,-18.587646,-8.388245,12.766029,18.924164,-40.0,0.6271057,-8.077576,40.0,-1.6039848,2.0296745,18.0
543,1.2966995,2.9595947,65.06256,45.62854,4.7742004,-11.337723,65.52906,-118.22772,-55.90747,-34.97873,-17.027126,7.08585,-27.16861,18.0,-18.0,39.840088,-24.289879,-2.78611,10.5746765
544,0.1471672,-3.934204,44.556976,34.739502,-5.977295,1.7637825,18.348694,-59.423813,-32.563477,11.235748,-15.245903,7.5754814,-19.379745,-6.5047035,18.0,15.314705,10.548859,0.4393921,18.0
545,17.9557,-3.0795746,106.09439,-34.533936,-3.0498047,2.711403,11.223297,-18.72621,-13.225159,-24.817413,-16.787949,-40.0,40.0,-2.6051521,-18.0,3.9751816,3.0214615,-1.4346313,18.0
546,25.612976,153.16342,68.142914,-236.09381,-35.57245,-2.1626225,-22.760712,-18.090996,-22.802124,40.0,-11.794342,-11.618645,1.9212952,-18.0,-18.0,-10.868843,-0.5554733,-18.0,-13.118988
547,12.589727,59.239204,-20.836243,-300.0,22.472412,-13.649078,10.729989,2.2670288,-22.779175,-16.404663,7.6138573,23.630981,-13.2052355,-9.16758,-18.0,23.141468,2.6948204,4.524811,-0.11956787
548,-60.68644,117.86963,-1.6204224,-300.0,40.0,13.455503,-32.241364,-21.634064,-22.133179,-40.0,41.61079,2.900731,40.0,10.031982,7.945404,-40.0,-8.892097,-18.0,-4.5822754
549,41.39849,117.4503,-157.99402,-284.1795,40.0,-11.166603,-36.304474,70.293274,1.5671387,12.677307,-0.25291157,4.343646,40.0,18.0,10.562347,-1.7231379,-0.21423721,3.4011593,-18.0
550,-17.395668,49.666397,-51.7166,-198.54834,40.0,11.683342,-13.599089,6.1371765,3.1917725,6.942047,11.828594,3.274502,-2.0563736,18.0,18.0,-6.99329,20.853687,4.109642,-1.2268372
551,-27.344727,19.686445,-66.917984,-137.77368,40.0,-9.660072,1.6630287,21.446045,17.114746,-2.4219055,34.465786,8.3970585,-5.125801,-4.1659527,14.539001,-40.0,-32.572277,-2.5492554,-5.3862305
552,30.670605,-0.7548294,-65.73326,-104.17172,40.0,-20.33495,8.665237,28.719452,9.041748,-8.611511,-7.9612427,-8.560234,-22.074825,-3.7080574,13.353455,-16.596745,-40.0,-0.0700531,-18.0
553,-8.894937,52.34911,2.2628326,-34.655975,-6.7115784,0.37928772,-25.292198,-5.1072693,-3.939087,-4.791809,-2.1113434,12.428482,30.028305,18.0,-18.0,0.21347046,7.6725845,18.0,-18.0
554,8.823693,-38.878487,-3.9765167,4.5157776,0.12738037,13.041313,6.000496,-16.920227,-1.6901855,-37.0083,-14.610153,-7.7859936,-9.860664,-3.9035149,-5.6879883,15.649352,26.451897,18.0,13.184601
555,13.555809,46.234703,-11.343887,2.8175964,40.0,-6.198578,-22.226036,26.77539,16.271484,10.9765625,-14.117006,-9.130806,-3.8584023,-2.6703043,-18.0,40.0,-12.657425,18.0,18.0
556,-1.2410316,2.3552704,23.597546,3.3903809,-3.6765137,-2.497017,0.91931915,-8.900024,8.256958,7.598694,-14.306897,-17.857681,-9.38702,-3.1663246,-18.0,-5.863586,-40.0,-18.0,18.0
557,-11.380806,-34.32521,-36.450016,-21.300049,-1.0990295,15.990486,19.916252,30.05133,19.62268,19.897644,-1.6086121,9.80674,-6.2383003,5.606867,-18.0,24.080688,5.1383667,-18.0,-0.11242676
558,1.0751495,-21.032341,-17.15694,-21.780273,9.114014,1.8605804,17.056644,5.569763,20.992126,-1.5158691,7.614127,40.0,40.0,2.0164871,-18.0,4.711006,33.014,18.0,18.0
559,-4.313362,24.392464,-25.237434,-16.663635,-3.3115845,-17.412325,-29.225037,15.889618,29.107422,10.147461,35.462715,40.0,18.121145,-0.038028717,18.0,-40.0,12.309441,1.2675743,-18.0
560,-1.8139801,-39.64051,-60.358627,-35.509827,2.1452026,10.401292,20.244537,39.28366,39.10852,0.45266724,1.1856384,-12.509569,0.54242706,5.8445015,18.0,-18.334538,-37.414597,11.934345,-18.0
561,-13.276741,19.577185,-27.73916,-15.725098,40.0,-14.632256,-21.361061,28.646698,19.682007,-2.9330444,23.127548,39.82068,-12.143082,-18.0,18.0,-6.0749016,11.004181,-4.2311172,0.3791504
562,0.7764969,19.120605,14.584644,-9.23584,-40.0,-13.08202,-36.31166,-16.924957,16.71759,-1.59021,3.2145987,-6.3551025,31.822014,10.011446,18.0,0.5742073,-9.782074,-9.748752,4.029114
563,-2.6588173,-38.809967,-59.88845,13.982666,-15.11731,38.315193,25.1278,186.61166,-157.79486,16.235748,7.5522118,-10.979278,2.1323547,0.547493,-10.785065,-10.012621,40.0,7.8050213,-18.0
564,30.854923,74.58581,39.18361,18.735962,7.0463867,25.435123,-118.54428,-141.20085,-260.42633,7.3604126,-6.7281723,-40.0,-40.0,-13.097908,-18.0,-34.289703,40.0,9.214909,18.0
565,-4.2263565,66.63393,30.499496,-5.9299316,-7.3723145,-2.0436974,-200.0,-162.73726,-300.0,40.0,7.992958,8.166651,-40.0,-18.0,-18.0,-6.7187805,-13.727684,1.3350868,-3.4219666
566,25.84008,-6.79134,40.466663,6.390747,-2.9745483,-40.125175,-86.381836,-163.37929,-300.0,40.0,-16.038534,0.13541412,-6.035556,-2.8707733,1.8302307,40.0,-2.9541245,18.0,18.0
567,-15.282913,2.5479631,-6.304474,1.1398926,-2.8082275,44.99151,-28.07642,-79.8352,-202.32974,40.0,-31.108833,-13.736813,40.0,1.8008575,-18.0,22.453064,-40.0,4.0988007,18.0
568,-11.226372,-6.1774826,-24.371094,-2.7441406,8.959473,24.7565,28.389542,35.624794,-37.79825,40.0,4.098338,4.776287,40.0,1.789177,11.541687,-1.1983604,-27.66623,-9.48951,-5.664459
569,2.7255402,18.245884,-1.2731628,0.77770996,-2.8087769,23.512606,-40.252853,2.2825775,-21.832153,35.790466,18.356133,15.979748,3.9042282,-1.805397,1.9320679,-2.4370117,15.624649,-18.0,18.0
570,-4.8427505,-11.024937,-5.2892456,5.7926025,-6.509613,21.539062,4.9197693,-10.088791,-11.669052,40.0,-17.884247,-26.194553,-40.0,-6.38426,-5.3539734,-12.725529,-2.745758,-18.0,-7.044861
571,3.6729088,-11.978752,44.898804,26.026855,-5.82016,-4.024124,43.30284,-23.920807,7.8489532,-40.0,-14.0942745,14.08428,-13.879681,1.473856,-10.567902,2.3440876,-27.061035,2.639041,-18.0
572,3.8682709,4.6037445,14.060059,2.6904297,-1.7409668,2.718689,-27.530281,6.616745,4.3988953,-0.4024048,7.647682,14.212723,-4.0579605,14.638741,7.656311,9.634768,37.66638,10.944675,18.0
573,10.152874,37.113365,23.254028,7.831299,6.7921753,2.584343,-28.022894,-13.042465,-7.3866577,-12.170929,-28.109173,-16.030293,15.191387,-0.71738434,18.0,4.263217,2.8755646,-2.1411057,0.45550537
574,-2.7523003,-1.8811903,5.5443115,6.1203613,9.3229065,-0.22454834,-8.140366,-7.5645466,-18.260498,0.7473755,10.360767,-27.193268,9.905252,-0.42956161,0.8862915,-40.0,40.0,0.8963394,-6.3307495
575,-9.51235,-18.71817,22.496948,26.739075,-13.044647,-0.05406952,46.699455,-26.3293,-18.988647,-5.3213196,-0.8027096,3.1208458,40.0,6.156332,-9.559265,13.011526,40.0,0.27781677,0.631073
576,4.799202,7.7768416,16.036072,29.02893,5.7442627,8.934952,-19.181646,-32.12876,-34.950806,4.5393677,-18.021982,13.621847,3.0620575,4.9394073,-18.0,26.054638,-5.004368,-0.24738693,-2.010559
577,-7.134735,-25.319077,35.07425,26.180542,-4.401062,4.1134415,30.25674,-36.165527,-28.972534,10.612427,6.066803,-17.14687,25.158081,5.448437,-18.0,-8.989506,-24.250328,-4.3511887,3.8382568
578,-5.7578964,3.3140564,-6.532318,14.257507,-1.7972107,-2.3916016,-0.9774933,-14.621841,-21.94104,5.4345703,10.386083,-40.0,-8.747696,18.0,-18.0,-40.0,-0.86733246,-18.0,-4.0483704
579,10.190628,6.820755,21.45755,20.137268,7.0462646,1.5199242,0.34944916,-27.583961,-26.651733,9.4600525,-5.177664,5.064987,-40.0,-9.101166,8.861328,-20.24387,-40.0,-16.160982,18.0
580,3.84441,91.76748,109.77496,-180.9422,-13.979401,14.182598,-10.326767,-16.962463,-14.744995,-40.0,-28.753183,16.351124,-40.0,-18.0,18.0,28.895504,6.8431015,7.6645966,-0.40625
581,6.856205,144.51767,-64.44174,-300.0,-40.0,-14.417229,-50.159855,2.0013733,-24.242188,1.3822021,-3.7371063,12.206139,-35.872883,2.4602966,17.858337,40.0,-16.86399,0.4478283,-6.0373535
582,25.969378,145.37637,-134.36545,-300.0,-40.0,-14.485605,-29.731445,30.170166,-16.426758,5.2546997,4.444618,-5.769127,-5.803484,-18.0,18.0,-17.55309,34.151535,18.0,-2.0230408
583,3.5124207,94.36301,-90.366974,-298.8039,9.062439,9.426893,-38.035816,41.502792,9.588623,-1.8632812,-4.2582607,-17.120544,29.706612,8.602428,-18.0,3.9816246,-5.1512203,-12.549923,2.3675842
584,-7.07333,149.23941,-2.8273926,-190.24054,40.0,-5.869796,-24.103825,-3.1092834,-9.487793,4.2664795,19.772522,40.0,40.0,18.0,-18.0,-4.722372,-17.121212,-18.0,-3.6385803
585,-13.807007,20.71962,-52.723267,-191.80005,40.0,-11.784424,10.380558,17.126831,9.856689,-3.617035,4.6577682,40.0,-5.009491,18.0,8.172272,16.811134,-40.0,1.7916641,18.0
586,-28.193245,12.748299,-43.402466,-168.61813,40.0,-6.74971,3.1705933,4.2405396,14.081055,-35.44702,27.807816,40.0,3.5813293,-18.0,5.8221436,-4.831249,-6.9832687,6.600136,-2.0350342
587,-24.444595,-2.0809326,2.3403168,-46.331726,40.0,20.387573,-5.612465,-7.8114624,5.6119385,0.24127197,1.0925083,-14.510284,40.0,-18.0,18.0,3.5645714,3.5061417,-0.036895752,-1.4098816
588,12.722229,-37.412064,-42.656456,-1.52948,-7.223816,6.5052032,19.894424,17.845337,13.867554,-11.844086,-9.63121,-9.491523,-7.5197983,18.0,-9.629395,10.825035,-24.775528,-6.8931656,18.0
589,5.1699867,49.486683,16.785793,8.850281,-3.2170715,-5.5287094,-43.59598,4.6644287,15.427246,2.9021606,-14.595112,-23.81717,40.0,1.2657995,1.4008789,1.5010357,40.0,18.0,-5.029236
590,-2.026884,-4.4004745,-23.688305,-18.117798,-8.570892,-3.6505032,1.0246582,14.584412,23.386597,9.480652,21.108898,3.948452,-40.0,-6.4220123,-18.0,-21.072512,9.865906,18.0,-8.588013
591,6.8874226,16.1503,11.66185,-13.318115,0.74038696,-4.3816032,-14.522194,-13.037842,24.569214,-6.0720215,-11.6531,-12.821465,-14.449257,-18.0,-3.789795,-10.764383,-4.4696655,-5.867305,-18.0
592,-15.898056,-41.733215,-72.12628,-48.220825,6.8085938,6.9722366,12.756836,68.08435,47.84778,-6.705658,29.55841,-0.36792755,38.99185,18.0,-18.0,-23.375057,40.0,-1.3805008,-18.0
593,-0.70398283,-19.117958,-55.670013,-42.90222,4.0440063,10.036072,35.75083,43.966614,36.33496,-37.254883,5.3284125,12.216888,21.314362,18.0,8.262543,7.541279,-11.83107,-11.294351,5.712677
594,5.317566,7.188278,44.000305,-3.5767822,3.6474,-0.4974146,-30.912155,-35.71295,-2.2159424,25.553284,-33.043793,-9.609787,-15.057785,-4.379366,-3.2097473,29.797531,2.497612,1.9263649,18.0
595,-0.84053993,-17.22038,-44.2191,-15.747925,-2.3941345,-4.4405937,10.858252,27.00882,23.42096,2.941162,24.050993,31.492813,-40.0,8.304413,13.411224,1.1263504,-5.587494,-2.3897076,2.4924622
596,-3.3254318,8.704132,-8.15815,-0.80114746,30.204407,-0.65174866,-14.600826,21.607193,12.509827,39.012207,19.075974,40.0,-40.0,-18.0,18.0,-0.80978394,-15.163437,-3.03574,1.7843933
597,-8.580715,-5.8124237,-10.482681,-8.522583,-40.0,-5.196146,-5.0246735,-23.501709,-0.28930664,-6.356262,35.219795,30.675732,-5.620579,-3.8049011,5.9474792,-40.0,40.0,3.262951,-6.4360046
598,-5.7703342,-23.086937,-28.268494,-22.243896,-1.7144775,-15.848984,7.3820686,125.53758,-71.75745,40.0,25.382229,-4.7270374,11.667931,-18.0,1.5359802,-40.0,40.0,18.0,-18.0
599,30.499676,6.0101185,4.0633774,17.115723,-9.75293,16.477776,19.643753,-19.792542,-182.61792,40.0,-37.231735,-40.0,38.210144,18.0,-18.0,15.227314,-40.0,-18.0,10.208038
600,11.211522,18.643377,20.240059,1.081543,-40.0,19.305878,-58.942863,-173.46118,-300.0,40.0,-35.137505,-28.686596,0.7063904,0.43967247,-18.0,6.7313023,-18.16288,-3.3650475,-1.448822
601,-3.8411636,40.154385,-4.3925476,-1.2359619,15.095673,49.860638,-137.50027,-90.931,-271.02112,40.0,-24.504326,-18.883915,16.707748,-18.0,-7.9747314,40.0,6.517906,-18.0,18.0
602,-4.5452576,46.007065,15.172852,8.038818,3.5836487,19.730717,-123.934296,-158.99959,-300.0,40.0,-8.875591,-1.335556,-12.315445,18.0,5.004883,-0.6359997,-40.0,2.850998,2.4542847
603,-7.258026,1.9948578,30.540314,21.95166,-5.348358,19.468586,24.59293,-135.86702,-201.73932,40.0,-23.354017,-25.731625,40.0,2.8544006,16.355133,5.655258,2.4749603,13.005864,-3.416748
604,-7.377243,2.1260872,-12.639404,3.9953613,-40.0,-4.8174667,-21.516,39.011673,13.201691,40.0,38.697502,16.578316,10.921616,-0.080675125,0.78842163,-19.519714,20.597527,3.4037514,-18.0
605,-0.062309265,6.147743,8.199463,13.80835,4.885803,-3.114357,-10.076702,37.805344,24.702759,40.0,3.0764122,23.47739,-4.4405365,-3.2101364,4.7230835,24.33957,13.248994,-18.0,7.3882446
606,2.0473022,-18.42815,24.476807,8.350952,-12.894226,5.141411,19.556541,-3.841858,-4.2626343,40.0,-4.5064783,-7.0989275,40.0,0.21073532,-0.5560913,0.49064636,-15.002991,9.219872,-1.2829895
607,9.977501,10.129639,-3.8686523,18.588135,9.19519,-8.758255,-16.062378,29.629112,4.835144,-14.719879,7.850956,-11.759554,-17.782745,-18.0,-1.0422058,-13.4778595,3.2895288,-0.16565323,-5.5013123
608,-14.6164465,-3.0958786,-1.3321533,25.353027,-3.1547852,-3.1818924,-2.990158,-13.409637,-13.02771,-40.0,15.643185,23.615772,4.382416,2.9113178,18.0,7.4603786,-4.2639375,-3.5334816,-10.486389
609,-1.9431,23.170364,22.003479,41.954163,-0.9903259,14.494804,0.9555845,-64.52627,-41.594788,-40.0,-25.141428,40.0,-25.008194,-3.9229007,18.0,23.216722,-39.068527,-5.6877747,18.0
610,10.539791,6.5653706,29.040237,41.34851,-0.13754272,11.802185,1.6102386,-45.13118,-39.799072,9.468079,-33.669422,-27.186195,-14.885063,-1.2801876,-18.0,7.2736473,-40.0,-3.9829865,18.0
611,-3.349741,43.278923,53.220703,-225.21887,-40.0,-13.367596,27.276733,-53.160072,8.546265,-18.926697,-37.604443,-40.0,-40.0,-6.4039326,-8.608215,12.784365,6.2015686,0.513113,13.567078
612,25.922136,27.589157,-108.30469,-300.0,40.0,-26.63768,13.843689,31.906357,-9.28833,-2.5089722,1.1584587,9.519314,26.499756,2.5316439,-3.031372,40.0,10.476055,18.0,-18.0
613,32.58578,63.717613,-164.96533,-300.0,40.0,-24.476368,-5.596966,63.078705,-10.461182,1.341095,35.73754,16.813713,17.77938,-2.8906975,-18.0,-22.594353,8.360296,1.4548118,-18.0
614,-11.577702,-9.902893,-19.527802,-164.37823,40.0,-3.7406044,13.353439,-5.32016,-13.995728,-8.635376,7.852188,-10.170708,-2.8748856,5.885995,-18.0,-40.0,-40.0,-4.18252,-5.9675903
615,46.700104,138.68811,-124.307236,-205.88293,40.0,-14.156784,-41.930107,52.25302,11.105713,-9.996338,-20.84285,-22.614714,4.187752,-18.0,0.34317017,9.194435,-12.356064,-3.806488,11.036346
616,-34.877636,101.27404,34.14389,-51.15027,40.0,-6.099449,-19.28505,-22.557312,-11.372681,-40.0,25.825329,7.051464,3.9333649,5.7223053,18.0,-40.0,10.539253,-16.478542,-14.804718
617,-3.7409744,-3.667881,-27.614246,-19.645752,40.0,-8.825638,1.7866936,22.731598,6.4155273,18.482025,5.662552,-6.565428,17.693573,18.0,18.0,4.805969,-10.823593,1.836819,18.0
618,8.76549,113.91309,17.505808,0.40905762,40.0,-5.4525146,-35.535896,-3.2731323,0.1418457,10.967621,-10.201033,-6.6054764,-5.6479034,18.0,18.0,-4.7769833,10.028347,-3.5224648,-5.039032
619,-0.55949306,-49.221302,-18.921799,-7.029724,40.0,17.42442,4.5450745,14.581055,8.614746,1.6985474,-0.9103641,-3.7174988,1.6681519,18.0,-10.321259,-1.6997223,-14.893211,-3.7393951,0.09625244
620,-2.3928223,16.660763,35.58072,30.494629,40.0,8.564178,-4.3621254,-0.15753174,1.5952148,-4.4866943,-18.114819,-3.998108,-17.960754,-8.67485,-5.0073547,-1.6842194,-15.04306,4.9457245,-18.0
621,-4.69014,-48.002598,-79.83331,-38.06378,40.0,5.8013725,22.72681,22.377625,6.2038574,-18.290344,8.292374,19.849792,-26.395782,-18.0,-18.0,40.0,7.2766266,5.4729996,5.005066
622,-0.63404655,5.1529408,15.485046,10.905884,-2.888916,3.6539059,-5.1001053,0.036621094,4.2385254,7.2930603,-3.0061684,40.0,-40.0,-18.0,-18.0,40.0,36.60823,18.0,-18.0
623,-1.3446083,38.534832,-2.6074066,-5.540344,-6.176422,-10.962626,-32.926674,-1.1622314,18.488525,3.391449,13.699017,9.992096,-24.892622,-2.162918,10.648682,-2.5965805,40.0,18.0,18.0
624,7.704361,-38.024323,-17.795586,-19.67743,-0.8661194,14.385429,4.5439377,27.606201,35.176758,-2.4232178,-16.01285,-4.36911,23.72808,-13.830004,3.0421143,26.029663,31.233368,-4.6981316,18.0
625,-4.380539,14.4442215,-15.655167,-14.631897,-10.7465515,12.197578,1.6606941,13.438171,35.585754,2.8085022,5.4292717,-18.602211,-0.8357458,18.0,-0.59121704,-39.770737,-8.784203,-3.213646,-11.021454
626,-9.820091,-30.51331,-69.025215,-41.814453,-24.503479,9.185698,31.013504,59.24225,45.230225,0.40359497,9.457756,38.720547,10.291931,-1.5989571,18.0,-3.8624,-34.269165,-4.2489777,-0.8408203
627,3.3748817,8.300564,-0.14998627,-10.0269165,-1.8318481,-18.369814,5.769512,63.945923,-85.48468,-24.829956,4.565481,0.8292103,-16.448044,-17.33307,18.0,-2.7854004,-0.19720459,-18.0,7.5859985
