step,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,torque_12,torque_13,torque_14,torque_15,torque_16,torque_17,torque_18
249,16.787632,197.98732,-117.50766,-300.0,40.0,-1.7171497,-47.238808,36.56494,-9.087769,5.9074707,3.8407288,16.830034,1.6960449,-1.46492,7.0519104,40.0,-6.339142,-18.0,-1.9331055
250,-34.253815,112.66845,-27.27211,-300.0,40.0,-4.394371,-17.31168,-7.2084656,-4.1777344,-0.29571533,23.265265,4.437355,7.835396,-1.3354397,1.9568176,-25.628311,40.0,8.402832,-18.0
251,-13.746046,83.763664,-36.598804,-268.28513,40.0,4.0478897,-14.620903,8.208923,2.454712,-6.5869446,-6.9350586,-40.0,-1.4031754,2.8090897,-8.895172,-21.13718,1.1832962,5.0125923,-18.0
252,-29.09526,86.135956,-39.934475,-120.39154,40.0,10.032608,-18.8265,4.7840576,3.2908936,-14.47229,8.358704,-40.0,-9.117638,10.547607,-18.0,-10.563213,-25.529236,1.9662247,-18.0
253,9.285094,-19.948586,-136.88364,-102.76257,40.0,-19.70702,6.8251076,72.06879,13.100342,3.7525635,25.54426,0.9327545,40.0,3.6763382,0.5489197,-40.0,-30.196129,18.0,-2.4668274
254,-2.8783035,24.129665,-37.94899,-12.004608,40.0,-16.99263,-7.1297073,21.93335,12.594971,-2.1427307,34.544533,29.179886,24.095734,18.0,18.0,-2.2937803,21.745209,18.0,18.0
255,-8.149651,7.548233,12.48436,14.504517,-6.4519043,2.3794956,-17.782593,-12.81543,21.758057,3.5446777,3.659151,40.0,-0.8995514,18.0,18.0,36.92487,12.139484,-4.621811,5.9851074
256,-9.5728,-12.60321,-0.577301,7.1152344,-12.452332,18.006012,7.0567703,6.2408447,17.947388,12.323822,-0.05844879,37.531242,-40.0,-2.8859634,-0.09118652,-1.7057247,-40.0,-18.0,-0.23867798
257,-2.9504852,12.574193,-21.576748,-22.40918,-12.319946,-0.7108154,10.856583,5.4282837,24.652588,3.844574,-16.623909,-40.0,-18.72216,-10.682533,-5.2426453,-6.9726524,4.5725403,-0.09185028,-1.9369202
258,5.073654,-25.972916,-20.75866,-13.211914,3.8233643,13.739338,11.319771,18.11621,19.509888,-31.559021,-8.039715,1.0988922,-36.848743,-18.0,-18.0,11.242827,-30.665573,-18.0,18.0
259,-3.0254402,21.57676,-28.32782,-24.616394,-8.975525,-5.5912094,1.4230766,30.06311,37.609497,11.828308,20.850304,20.080143,-40.0,-4.0087395,18.0,-8.839446,-14.752167,-18.0,-3.9599915
260,3.2625694,-30.680298,-35.85314,-22.508362,-1.7145691,4.6954727,8.979492,41.87555,22.567993,5.6877136,12.868683,-3.8476982,25.947544,3.3972473,-1.485321,-15.82457,40.0,18.0,-18.0
261,-10.6937065,11.298054,-10.72554,-27.549316,-3.9872131,-5.174011,-19.799248,-9.89386,14.541016,-6.282501,16.72566,1.0151997,25.039305,1.7741165,-18.0,1.5217719,19.694672,14.412864,3.6351318
262,-2.4045868,-29.286053,-12.064602,-9.693481,-31.951843,-1.649601,57.90883,71.472595,-187.59741,-0.77282715,-16.746288,-17.24529,22.678947,-6.8618755,-18.0,4.395439,2.7170105,-18.0,1.1513672
263,-9.44924,39.434357,-24.997316,-9.679321,40.0,63.395164,-84.428375,69.629395,-300.0,40.0,-15.669155,-23.453445,-40.0,0.679018,2.305542,-40.0,10.42944,18.0,-5.195404
264,-7.41136,49.853832,-22.5756,-13.078491,40.0,7.742691,-200.0,30.582764,-300.0,40.0,5.121558,4.3931274,10.550381,5.7639112,0.1777649,7.171196,-19.721947,18.0,3.5091553
265,-11.999543,37.88027,-43.244064,-15.11499,-25.865509,-14.933496,-200.0,39.026352,-125.879456,40.0,44.09542,37.17686,23.007004,4.415943,18.0,-7.7133408,-9.495224,-6.4207535,-4.042206
266,3.7902565,32.26544,51.3739,17.658936,-40.0,7.750656,-114.64585,-140.20862,-126.7619,40.0,-36.289993,40.0,-15.991581,18.0,18.0,22.082409,-31.165756,-6.1719894,-18.0
267,9.540559,-19.689392,27.809845,2.0379639,16.946167,10.153961,16.319572,-84.31004,-80.783356,40.0,-24.715046,-15.3556385,-3.288396,-4.2409325,-7.632324,12.360367,-13.024124,-2.187132,18.0
268,7.1409454,-7.4538918,-8.226135,-5.0579834,-7.6061096,34.274185,-30.735865,19.209274,-28.667114,40.0,-19.285957,-12.476543,-3.3385563,-18.0,-6.433258,16.021297,15.271545,-18.0,4.9914246
269,9.941162,-26.310768,28.760406,7.9692383,40.0,-17.398434,78.410835,-33.34218,-10.159973,40.0,10.86635,1.348896,40.0,18.0,-18.0,-2.8526878,1.6695251,2.653244,-15.953217
270,9.9249115,-39.596012,33.855774,1.5548096,-40.0,-10.119858,75.29941,-86.90085,-31.603622,40.0,-12.475765,-40.0,40.0,-3.443161,-3.1100464,-7.322747,27.25306,11.798843,3.4416199
271,-13.756126,30.789703,-18.013062,11.411865,1.393219,9.43726,-33.10263,67.32254,38.575043,40.0,18.980135,-40.0,2.3369522,5.3841553,-5.089142,-40.0,40.0,16.290642,-2.0878906
272,-23.045334,17.183357,-13.868347,26.405762,1.2998657,23.926224,-76.720474,60.72711,43.76355,17.2099,19.549728,29.812347,8.709442,-18.0,18.0,-40.0,-9.60614,18.0,-4.4763184
273,-3.3001199,-15.202576,11.722107,25.136108,-8.438873,7.8426647,-0.9724884,-2.5974426,-7.794464,2.9761963,-11.281288,-3.588089,-40.0,18.0,-7.04834,7.8899384,-1.0614071,8.77774,1.9615173
274,0.1857748,-7.027878,15.484741,30.957336,-40.0,3.115242,9.227551,-23.332932,-21.496094,9.68631,-15.317741,-1.447422,-40.0,18.0,-18.0,21.925766,-4.9495544,1.9102135,6.428955
275,5.855995,-12.65509,60.61975,39.081787,14.845093,-5.9221954,53.80882,-85.78797,-42.95752,2.9856262,-11.887986,34.875977,-34.099655,-7.1011257,-18.0,40.0,-40.0,-18.0,18.0
276,30.215538,31.840446,21.125793,14.4313965,5.973633,26.90987,-44.773705,-21.834457,-25.834229,11.52832,-57.33275,-39.189976,13.884224,18.0,-1.7472839,40.0,-8.723915,-5.9717712,18.0
277,8.910816,26.888,-13.547302,17.187988,-6.50885,-7.8188133,-9.443932,18.012444,-11.877075,40.0,-10.042587,-0.4111061,16.255333,-2.7774582,-0.69659424,40.0,-8.432777,-18.0,-0.18591309
278,3.6180649,-3.7812958,15.576447,21.90918,2.0098877,-8.990494,0.32788086,-37.311073,-40.85266,-5.8471985,-4.735384,-14.198147,40.0,16.045837,-3.7631226,14.279053,28.965508,4.3483086,0.61294556
279,-20.60743,58.89225,154.82588,-208.29987,-29.397491,1.8540535,29.539673,-55.63787,-27.178589,-2.3243713,10.647671,10.977297,-11.688461,-9.422203,0.46813965,-40.0,7.7849503,0.7569313,-14.88385
280,18.26278,173.37389,-77.20758,-300.0,-40.0,9.8510895,-52.001514,28.29294,-8.454102,6.1334534,5.1743298,-14.448878,-40.0,-18.0,-3.0576477,-40.0,40.0,-18.0,-11.500305
281,-2.0782275,81.833786,-191.82959,-300.0,-40.0,6.942711,-46.25843,29.887466,10.258423,12.207306,38.725925,1.647707,-7.1544876,-2.7320747,-18.0,-20.47033,40.0,18.0,-4.328125
282,9.118538,12.139908,-200.0,-300.0,-40.0,-1.2436218,-9.648033,51.208084,-5.024414,-8.490723,9.753097,-6.5992737,10.856094,3.5519161,17.158936,-4.704748,-40.0,-2.421547,0.45385742
283,6.0731773,122.99108,-121.3714,-300.0,-36.138306,-26.013824,-21.15178,26.63324,-7.8339844,-11.506531,18.649193,11.739883,40.0,4.5010242,2.3828735,-8.226469,-40.0,17.387972,-18.0
284,2.6205406,113.66053,8.805725,-234.15741,40.0,-4.1053085,-24.789158,16.051208,3.2318115,3.5350342,14.073438,3.4208832,40.0,-18.0,2.2402954,-10.592621,-16.83079,-18.0,-3.3437195
285,-1.0547981,120.80095,46.78267,-124.641174,6.7908936,2.1801147,-28.65538,-14.295197,14.824707,-4.384674,-22.22227,-12.58976,26.492798,9.861809,0.67578125,12.338188,4.4850144,2.2493877,-7.691437
286,-18.612888,-9.54631,-19.658615,-195.57666,40.0,13.051425,13.785461,-0.7691345,13.270264,3.6915283,-4.7532787,-1.1186104,8.562286,18.0,2.2904663,31.769384,3.2421494,2.6500282,18.0
287,-31.554306,49.535526,-38.603294,-127.55438,40.0,7.0739594,-2.1640472,3.9374084,8.604248,26.344147,7.5755253,-15.553764,-40.0,-2.9345245,-18.0,-6.0603237,-40.0,-0.51457596,2.4140015
288,1.6229057,63.737274,3.1283627,-1.7710571,40.0,-8.787064,-12.783451,-3.8544312,11.676514,-1.5987854,5.2453384,28.117783,-40.0,-7.653797,18.0,14.101059,0.06676483,0.80687714,18.0
289,-13.268227,-19.84851,8.319386,9.026367,-5.788269,20.725937,3.150177,-0.18057251,18.115723,-7.242523,-10.68515,-6.973068,-14.920761,-6.3211956,5.8753967,-39.542454,4.0755157,18.0,-9.422668
290,-0.4210186,39.349266,-18.020382,-13.169678,-9.409637,-3.176403,-26.002659,5.027313,31.847961,-11.286316,20.021954,14.439575,-12.826088,-6.0548134,-1.127655,-40.0,-26.403076,18.0,-18.0
291,-1.9486008,-4.0894775,-49.613266,-37.033325,-40.0,-9.191845,-3.5146446,24.767044,41.927795,-40.0,43.715096,40.0,25.874863,-0.34116364,14.366455,-19.108177,19.555283,-4.0499096,-18.0
292,-6.5322533,-17.980057,-31.918915,-33.058716,5.853302,13.673798,-0.4145813,24.420929,35.13214,19.943909,0.18799663,40.0,-15.022995,-6.1594753,2.1158447,23.952856,27.60408,-18.0,-18.0
293,5.402672,-10.244499,3.7371826,-11.454224,1.647522,-6.4804764,8.305046,11.34848,9.692017,38.102997,-9.566902,-14.146442,-10.405174,18.0,-3.2359924,-0.6783371,3.3562775,3.2891235,4.591034
294,-12.736023,-14.090576,-18.361206,-20.589966,-10.618713,-2.4449158,-24.22705,11.348541,9.342529,-0.61450195,20.285591,-10.925631,40.0,18.0,-2.6730652,-14.839478,29.400623,6.196575,1.4266968
295,3.4635906,-36.60285,2.60141,-12.5546875,1.9375916,7.172661,33.364487,9.498779,18.158752,-8.553864,-12.478331,-10.276894,22.293953,-3.6993103,-18.0,18.35852,-39.00949,13.696653,18.0
296,-4.265381,40.066006,-7.161804,-6.6203613,-4.461273,-17.472878,-59.38432,11.466583,17.239868,-0.012756348,11.880272,33.40055,-2.7954178,-18.0,18.0,24.559212,-40.0,-6.794361,5.450592
297,1.7818832,-20.616508,15.590874,-6.60791,7.4437866,15.317589,33.13288,-23.022278,4.5374146,35.37677,-35.593437,-22.243195,-40.0,-2.6934319,-18.0,40.0,30.10431,0.74362373,6.58902
298,17.243626,-21.039925,-39.730347,14.948853,-5.8209534,-6.055954,-79.69002,162.00531,-149.54483,-14.898712,-11.299328,-23.267628,0.35282898,-18.0,4.2644043,-7.3769417,7.943268,-17.017406,12.677124
299,23.644995,46.740227,22.0139,-16.05542,-14.286438,0.83761597,-196.3023,-104.70119,-196.36432,40.0,16.182735,5.9401093,16.473602,6.3989162,3.073578,-18.589714,40.0,-13.449163,4.694031
300,-8.756805,34.330994,6.5914307,0.6616211,-0.05303955,38.957115,-191.4594,-171.31276,-267.95474,40.0,-27.186275,-40.0,40.0,-11.263016,-18.0,-35.049023,40.0,18.0,-1.9237671
301,-10.1346,17.032711,-10.456787,6.541382,3.149353,20.232922,-75.05564,-76.17103,-210.96533,40.0,25.71083,3.7172852,10.37648,18.0,2.2370605,-31.837645,-3.1934257,-1.6446056,7.1483765
302,-0.52978134,-7.7552376,4.856079,-2.3648682,-0.4793396,27.302216,26.589687,-64.45272,-137.99979,40.0,-3.5451899,-40.0,-9.774796,-1.1489372,-8.288574,-40.0,-40.0,16.465729,-18.0
303,-2.8410606,30.803192,-17.022827,0.5657959,-14.631073,23.187454,-112.10394,61.37761,2.1116943,40.0,-4.8132286,-1.188385,11.098839,14.276907,18.0,-8.547722,-40.0,-18.0,-18.0
304,-7.4050293,0.5653534,18.063538,6.6070557,-1.251831,9.742584,7.3617897,-24.145477,-7.5291443,40.0,-4.2077484,40.0,6.4940643,-6.9367394,18.0,23.29577,4.695465,-18.0,-18.0
305,-17.250967,-26.591972,10.279724,0.5596924,11.251099,-2.1085415,50.577988,19.177322,13.740723,40.0,27.791916,22.722435,-5.1340637,1.514988,-0.5525818,0.49626923,40.0,9.481262,18.0
306,10.551491,20.507248,1.3509521,10.001465,2.6046753,-8.382278,-13.295746,39.41635,17.84845,40.0,-12.506916,38.45943,-40.0,-5.5484924,12.892792,28.550323,-14.279926,1.5128231,16.480835
307,-6.060837,-12.652405,31.429443,34.07666,-2.8714294,2.1221046,101.027756,-110.603546,-75.71469,40.0,-12.310326,-5.295822,-8.155067,-1.6739349,-8.783447,21.394932,-19.362198,-18.0,8.101013
308,5.1067657,1.6264801,11.992859,36.16455,-0.7541504,23.316277,-7.588379,-27.494354,-18.17688,-40.0,-23.285751,-40.0,-14.260792,-2.8312607,-12.460999,10.237869,1.1537971,18.0,-4.0546265
309,27.651031,42.85581,11.409119,37.538513,-0.22747803,6.364128,-25.898987,-19.899597,-22.433167,4.750519,-37.25627,-20.550613,40.0,1.7651467,-18.0,-5.1807156,-32.468147,18.0,-18.0
310,-19.357506,-35.696617,34.33789,31.43097,0.8909912,-11.084279,41.033516,-32.001595,-36.146606,5.107086,26.082731,-27.756767,40.0,0.10043335,-18.0,-40.0,10.09996,-2.5709372,-14.963593
311,16.425682,5.489952,93.416046,-88.4657,-22.928436,0.8484144,-3.677353,-20.36676,-34.20459,-20.364471,-13.975864,-11.393829,40.0,8.603554,-14.78656,13.944035,37.74324,1.8635998,18.0
312,-37.86538,-53.90783,38.36548,-272.1194,-40.0,15.7883415,-10.928207,13.270409,21.991943,40.0,25.552528,13.916748,-22.419945,18.0,18.0,-5.6667786,-23.015903,-18.0,18.0
313,3.8041477,25.327496,-77.59085,-300.0,-40.0,-4.399437,-18.766434,34.07097,-27.267822,-14.836578,29.806091,40.0,-2.2859802,18.0,18.0,-8.780193,-5.540782,5.9137344,-7.8394165
314,-7.235054,-31.184921,-107.30817,-300.0,-40.0,9.187021,-3.8689575,6.6977234,-15.406738,-40.0,-0.68929005,40.0,-20.603851,-9.396412,18.0,9.135704,-40.0,0.68818283,-2.1869507
315,33.64969,170.44643,-122.28668,-300.0,34.32953,-11.03318,-52.910477,55.259583,6.1064453,5.5758667,5.5657654,31.387955,-40.0,-18.0,18.0,-5.1949234,-40.0,-3.9424112,-5.3793945
316,8.227905,137.03455,-43.96942,-300.0,40.0,-6.1792526,-41.857956,28.686096,-1.8994141,4.886566,14.68626,-12.414719,6.9015465,18.0,-9.399017,-2.3550835,-5.294853,-4.895336,18.0
317,46.482513,130.39723,0.2855835,-300.0,40.0,-15.86601,-36.278725,3.3824463,6.0421143,-8.806519,-21.809532,-19.598572,-0.19337463,-18.0,5.788452,-12.62759,4.124504,0.94875526,-18.0
318,21.02665,25.634857,16.092941,-149.46014,40.0,-0.206658,-6.7647476,-1.7190857,7.3883057,-4.0764465,-24.093256,-15.527843,-3.0576591,-18.0,-9.624084,0.43404388,37.321186,-17.963806,-18.0
319,-3.8742752,79.53828,-74.681076,-152.29175,40.0,0.80101585,-14.347683,29.753723,6.862671,13.216217,-0.52516556,-23.777954,5.366049,8.631556,-18.0,-5.268097,-17.752678,-18.0,0.78741455
320,2.6618986,49.226223,-54.990265,-74.948975,40.0,3.555935,-6.484193,9.6076355,13.721191,40.0,-8.906216,-0.14687347,14.036343,-0.12701797,-0.80410767,19.533455,-24.242767,14.342834,10.1441345
321,11.812439,41.55904,-68.031555,-73.428955,40.0,-4.6586113,-19.915314,13.598877,20.528687,-6.367096,4.957564,22.301254,4.088768,-18.0,18.0,32.021774,30.095528,3.6779556,9.6197815
322,3.9408493,-60.27539,71.400986,40.32141,40.0,11.397456,26.743187,-5.4799194,18.534668,-9.008606,-0.7912483,-6.122154,40.0,6.715805,-3.9216309,-9.8018875,29.57459,18.0,-0.15255737
323,14.447998,25.329235,-18.563148,-10.980103,-8.212799,2.775978,-26.341705,8.318298,31.19336,-12.44873,-6.138069,-6.303108,-5.7875977,-12.688492,-18.0,7.7095203,10.343274,18.0,5.12146
324,-1.1083603,19.78238,-14.636223,-17.236755,4.828186,-9.963882,-34.18509,20.821136,27.185059,6.4501953,1.7447624,-22.833801,-0.48461914,18.0,-18.0,-13.360846,12.328396,18.0,-14.695618
325,-6.831669,-30.617317,-10.515678,-18.102295,-1.7130432,8.012894,23.80584,-10.280029,9.577515,7.5632935,-12.573059,5.239929,-32.53163,-2.5822296,3.9745789,-22.768627,-40.0,-13.423294,-0.09539795
326,-9.912537,-21.354523,-37.098984,-24.986633,2.779602,13.540817,20.360031,22.010376,39.210693,1.2781982,-9.150543,26.31398,-40.0,-3.4759865,11.432739,40.0,-40.0,-10.794884,18.0
327,-5.516472,27.174103,1.8210893,0.18066406,-6.998474,-15.282488,-30.747887,7.8187256,26.103882,-4.7708435,12.88939,40.0,6.1439667,0.36471748,18.0,8.42057,-40.0,-18.0,18.0
328,-11.064928,-6.489746,-52.700428,-18.74414,-19.181488,-3.2899761,2.9431305,40.61168,27.685669,4.239685,39.280964,5.3033767,40.0,0.03646469,6.9443054,-18.69735,-4.664421,-18.0,18.0
329,-11.02523,10.44104,-6.222128,-5.6933594,-1.4701843,3.620346,-1.207447,-2.1149597,14.785706,-6.827484,10.467001,-1.1739006,-3.3289642,-2.7452202,-18.0,-6.551281,4.4213943,-13.747295,-8.884003
330,-12.752985,41.435738,-39.028145,1.4844971,2.1834412,16.2505,-106.22471,97.42699,-48.788147,-4.5567627,-0.6065521,-40.0,-11.200981,-6.238243,18.0,-21.01506,24.686134,18.0,-18.0
331,-8.196592,26.223442,2.6611748,-41.81079,40.0,7.5927696,-200.0,-6.494568,-160.88708,40.0,29.117016,0.67600346,6.8298492,-18.0,1.0430298,-40.0,4.233017,14.154892,-18.0
332,13.204193,21.239056,45.16974,-8.778442,5.796631,-57.512466,-107.00162,-160.33557,-270.57162,40.0,14.808502,-3.8812466,-40.0,-4.9821167,-18.0,-12.547478,25.444717,18.0,-12.999878
333,0.48083687,-33.855713,-16.130829,-13.249023,-1.92276,48.743927,81.95599,-89.07439,-256.35583,40.0,-31.930525,-40.0,3.1878967,4.5015793,0.8572693,-7.954857,27.124596,18.0,-2.2514648
334,-3.7359772,1.616602,-6.748352,-0.9145508,-6.0770264,23.750084,-36.16705,14.757528,-90.30539,40.0,1.4368973,10.303944,40.0,18.0,-2.3559265,14.636578,-19.381378,13.15303,5.1160583
335,9.399635,32.75645,3.8446655,-11.467285,-9.570007,8.337988,-119.475716,42.814484,13.9566345,40.0,-8.887363,-8.208246,13.276627,1.8120103,0.1951294,7.6822386,30.348572,1.4773788,4.873535
336,5.817749,0.99479675,39.177185,0.4453125,-40.0,4.3652267,13.749027,-113.22842,-55.66339,40.0,-29.90752,-16.78061,-19.88758,-5.139324,0.6569214,-15.840584,-7.7686615,-18.0,-1.3807068
337,1.985981,-7.8169556,10.485535,5.303955,11.628052,7.527499,-2.4928646,30.68544,26.64331,40.0,-6.483379,-0.21959686,40.0,18.0,1.8962097,26.596981,13.123171,-12.199104,7.51001
338,1.104723,19.680939,2.5859985,13.361206,-4.241089,-8.333023,-26.233204,40.08145,19.16986,40.0,5.1150265,12.881699,13.443008,-1.7103157,18.0,4.1420765,-29.591648,-18.0,2.3031616
339,-19.5121,-24.402496,17.452026,19.385742,-7.753998,8.091255,14.565918,-20.66085,-12.493256,-9.516724,36.924484,36.582016,15.541901,2.1717224,18.0,-10.688097,34.306778,-18.0,-2.7442017
340,28.011421,23.378204,34.54077,37.668945,-4.9828186,11.738693,10.871281,-17.03659,-9.743469,1.9616089,-53.18277,-29.932308,-24.376816,-5.7318306,-3.401764,17.261448,-22.086617,8.745331,8.5104065
341,-18.316235,-16.375107,36.694214,52.435608,1.2922363,6.4932775,17.752983,-58.42464,-39.06244,-8.28067,-11.936771,-3.6752262,-40.0,-2.2986727,-6.811493,4.148346,-10.966686,18.0,-5.7038574
342,5.285923,11.208935,13.666931,43.05719,-9.473724,7.8885803,-3.6836624,-34.27941,-26.431396,-40.0,-21.830986,-7.3656387,-40.0,3.3416367,-8.276001,14.441521,12.512703,18.0,-18.0
343,12.574051,-63.288105,145.4773,-145.41089,-40.0,-10.385841,25.422562,-45.622253,-33.813293,29.748016,-12.545959,-12.909279,-40.0,-11.206209,-18.0,-1.7126541,-11.018112,-11.160179,-18.0
344,5.2760696,-68.0067,6.6121216,-300.0,-40.0,-20.566025,13.554204,40.937973,3.4238281,28.79303,38.358643,-36.171288,35.05413,9.276081,-18.0,-40.0,16.191612,-2.3900604,18.0
345,33.941578,102.81951,-141.30112,-300.0,-36.192596,-18.20428,-32.980835,72.32698,4.3859863,-1.9599915,23.681427,11.420792,25.844566,6.2920227,-18.0,6.5028186,-13.615067,-18.0,6.057556
346,16.896881,69.78778,-23.283203,-300.0,25.094086,-6.4746857,0.86642456,-18.1409,-35.13513,-2.5482483,12.911404,17.154865,-21.67596,-3.982376,18.0,-14.049271,-36.189438,-18.0,-18.0
347,72.08624,143.11002,-62.359802,-278.02295,40.0,-7.450287,-49.269478,25.756897,-13.71106,0.30148315,-29.984684,-13.23727,8.858608,-18.0,-0.39263916,15.749561,18.395031,-2.3252506,11.145233
348,12.62578,200.0,-9.191437,-182.46924,40.0,19.17173,-72.521965,1.723877,-4.0646973,3.005371,-23.63026,-4.198287,-28.217348,-18.0,1.6963501,16.961681,5.706417,7.6808624,1.1560059
349,2.9682302,53.552597,-100.13309,-146.58154,40.0,1.191597,-21.447792,45.097504,5.225586,-2.6166077,10.011494,-12.640144,10.410269,5.320286,18.0,-8.842209,-10.331886,4.3638077,-3.0855103
350,-14.241444,-71.133446,15.8550415,-52.814453,40.0,3.3313751,34.679016,-19.753967,-7.637085,-4.8884583,-13.524065,11.687798,-1.8328037,3.2904968,-1.1707458,15.1310005,-40.0,1.2742157,-18.0
351,-2.5491257,151.58028,-51.98294,-135.38788,40.0,-21.35276,-50.107704,20.13034,9.342407,2.9869995,16.241005,1.674572,34.43061,-8.793468,-4.9517517,-4.1864243,9.2757,6.5207367,4.615265
352,-3.814663,38.50714,20.657425,1.2867432,40.0,0.18099594,-9.058308,-15.500244,-4.5755615,6.1967163,3.8323536,-15.721008,-4.506792,2.8184967,-5.9008484,-40.0,7.2102966,10.567101,-2.6766968
353,-16.421371,64.815475,-75.59037,-48.44702,40.0,-8.941774,-32.24282,37.95996,11.997803,1.3110352,30.273827,12.557154,40.0,18.0,18.0,-38.806793,-13.438812,-0.7547989,-4.377716
354,-3.7883453,-0.03489685,-0.8985977,14.461334,-0.41671753,7.650833,-10.017181,2.5846558,5.7677,-1.6887207,-14.231354,-10.734573,35.4312,4.4326553,-6.116455,34.654613,40.0,9.03949,9.100891
355,-4.9757767,-89.501724,-27.074905,-17.92807,40.0,-4.670471,16.686522,27.687378,21.55188,-7.106079,23.14085,16.35408,-19.247467,18.0,-0.015563965,-1.2929955,23.64286,0.37576294,18.0
356,27.722546,-23.919182,73.79034,32.97107,24.527924,-4.9477415,-15.812897,-6.857971,18.999023,-0.7767639,-8.188946,-4.5437927,1.1642914,12.643669,-11.113495,-2.1626072,-4.9611015,-2.9388676,-3.7291565
357,1.229065,-22.77325,-19.245922,-26.444519,-33.06836,11.624374,16.750114,26.88861,30.236572,14.443909,-23.830494,-40.0,9.573929,-5.350437,-4.9280396,-3.9134598,-33.954483,-18.0,-4.2975464
358,10.204514,16.763493,12.570595,-20.020508,4.1309204,1.6593094,-17.113289,-19.784546,22.627808,3.2995605,-25.07703,-18.879524,-16.665543,-18.0,-18.0,3.634163,-14.577002,0.17684937,18.0
359,-7.1174507,10.743805,-34.960594,-32.74292,4.2716064,-3.5132523,-16.676147,26.832153,47.34247,-0.78302,27.950645,40.0,-8.436478,17.150913,11.088837,-9.55616,-21.26204,18.0,-10.147644
360,-20.834305,-15.48127,-55.294525,-29.221802,40.0,13.070282,63.54046,114.92508,-81.97986,-25.886322,-2.1923237,17.208387,-40.0,-5.701002,8.329376,40.0,-0.8438263,17.123486,3.061798
361,22.95726,15.633677,59.327053,39.365356,-12.225037,-61.069504,-66.39014,61.433594,-300.0,-40.0,34.196495,40.0,8.3367,5.4789467,-18.0,40.0,30.707779,-18.0,18.0
362,11.623756,39.020035,23.047478,-6.435547,-15.329895,-11.125992,-123.6025,-125.00076,-300.0,-34.46045,-19.147745,-23.184452,10.429092,0.26578522,2.7008057,-7.330036,40.0,10.285774,-2.5950317
363,21.334131,25.285847,0.4343567,-18.71045,-4.763489,-44.623444,-188.88602,-49.66446,-288.9626,-40.0,11.408813,-25.664967,-18.64766,-2.648243,7.943634,-18.998623,9.58567,-4.636223,-6.2742615
364,-3.860847,44.077805,8.585419,3.6540527,6.221649,7.4693832,-118.65118,-58.537796,-292.88947,-40.0,6.707781,30.155834,16.803444,8.351852,2.5569458,11.637848,-3.607442,-18.0,4.8628845
365,-3.0882568,38.057175,4.9076843,2.5472412,-0.27124023,-6.2649746,-122.2489,-72.75073,-148.41193,-10.257996,21.63672,6.3159256,13.229557,-1.137146,0.09555054,-38.496468,-0.5669422,-5.4531574,-7.950409
366,4.674181,-17.601288,6.5078735,0.33972168,4.688141,0.21998596,13.5866165,12.10965,-38.285583,-9.387604,-2.4980798,-18.83088,40.0,-18.0,-18.0,-3.9405136,-14.463142,15.167522,-3.0353394
367,9.890724,-31.665726,0.8608551,0.7315674,40.0,10.675695,50.043633,0.0028457642,2.335083,-0.25164795,-20.877583,-40.0,4.0466843,3.1483688,-18.0,-2.970604,-40.0,-2.7511024,-18.0
368,-6.14822,6.109604,14.350128,2.3638916,-10.88678,-5.949358,-4.5513153,-17.755035,0.93981934,7.482361,5.729988,5.04825,-25.68095,-18.0,5.302002,-29.81966,-40.0,18.0,-4.8117065
369,23.186539,7.562154,33.980225,27.877441,-40.0,-32.454323,53.449703,-28.040344,-84.31143,-27.637604,10.198309,-40.0,0.28944778,8.454441,-0.9126282,-13.546452,40.0,9.05632,-18.0
370,-8.162544,16.815912,-12.39212,16.532593,-6.1845093,-7.0067673,-13.861366,23.469616,-70.2561,-40.0,39.938488,22.044153,18.015057,8.018063,6.023773,-6.968338,40.0,4.3449135,-3.9882507
371,3.8165207,58.75055,31.399902,10.65918,5.4733887,-2.920887,-103.808914,-52.716133,-85.54251,27.628326,1.4940767,12.6766205,40.0,18.0,18.0,7.4922943,13.858168,-18.0,-18.0
372,-9.692368,22.601135,16.50879,14.486938,5.8997498,9.327419,-19.112396,-12.935455,-3.024292,-4.2100525,-16.83015,0.82102776,24.555178,18.0,18.0,40.0,1.9488695,18.0,18.0
373,-8.619549,-42.823105,32.640137,13.613037,10.854004,3.646103,60.19205,-16.060318,-13.002563,-3.152893,1.6169891,0.022602081,40.0,-1.1506662,-9.186554,12.6618185,-29.600235,18.0,18.0
374,1.6633358,-11.283661,10.808716,19.08728,23.700928,-0.34807968,-2.4843445,-32.54591,-31.505127,-12.947052,4.388114,40.0,-21.170105,-2.255033,18.0,-1.5656357,4.859679,-3.7578201,18.0
375,-0.012619019,2.8941193,-9.942322,21.3526,-36.355804,6.0899124,-18.593353,1.5944061,-4.3450317,-40.0,8.246349,3.2705536,40.0,18.0,-2.7823486,40.0,-8.6484585,-18.0,-5.175476
376,15.705864,12.985847,38.99234,43.4187,0.8812256,12.451351,-22.798832,-44.980785,-27.554565,0.04046631,-30.902122,-40.0,-4.1428604,-9.324563,-7.3539124,-5.3500423,29.265984,3.8519592,-18.0
